latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
27.49685,-82.04742,310.19,1.92,1.35,2025-02-07,2004,Aqua,MODIS,31,6.1NRT,295.26,11.09,D
34.81631,-81.03222,305.01,2.82,1.6,2025-02-07,2006,Aqua,MODIS,52,6.1NRT,291.48,17.44,D
34.96117,-79.56116,305.42,3.55,1.77,2025-02-07,2006,Aqua,MODIS,54,6.1NRT,292.9,29.38,D
34.28017,-100.06074,313.16,3.14,1.68,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,296.26,50.04,D
34.28019,-100.06513,312.91,3.14,1.68,2025-02-07,2006,Aqua,MODIS,70,6.1NRT,296.31,48.67,D
31.7211,-88.48833,316.23,1.02,1.01,2025-02-07,2006,Aqua,MODIS,73,6.1NRT,297.93,10.95,D
31.72255,-88.47792,310.92,1.02,1.01,2025-02-07,2006,Aqua,MODIS,54,6.1NRT,296.13,6.46,D
31.38636,-90.38999,308.46,1.03,1.01,2025-02-07,2006,Aqua,MODIS,47,6.1NRT,296.05,5.43,D
31.40412,-89.1637,337.8,1,1,2025-02-07,2006,Aqua,MODIS,90,6.1NRT,299.12,36.06,D
31.21044,-90.32938,318.89,1.03,1.01,2025-02-07,2006,Aqua,MODIS,76,6.1NRT,295.13,14.19,D
32.03094,-83.87612,325.63,1.67,1.27,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,294.92,42,D
32.03265,-83.8589,332.47,1.67,1.27,2025-02-07,2006,Aqua,MODIS,87,6.1NRT,294.51,59.86,D
30.90813,-92.07787,310.84,1.19,1.08,2025-02-07,2006,Aqua,MODIS,57,6.1NRT,294.04,8.16,D
32.0302,-83.86924,346.25,1.67,1.27,2025-02-07,2006,Aqua,MODIS,94,6.1NRT,295.45,108.21,D
32.03202,-83.85203,311.6,1.67,1.27,2025-02-07,2006,Aqua,MODIS,57,6.1NRT,293.99,14.44,D
31.29864,-89.12553,312.11,1,1,2025-02-07,2006,Aqua,MODIS,67,6.1NRT,297.36,7.88,D
31.30012,-89.11534,314.74,1,1,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,295.33,9.94,D
30.95026,-89.72902,311.83,1.01,1,2025-02-07,2006,Aqua,MODIS,66,6.1NRT,293.22,7.68,D
30.93752,-89.61465,312.08,1.01,1,2025-02-07,2006,Aqua,MODIS,67,6.1NRT,297.14,8.16,D
30.93904,-89.60447,315.05,1,1,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,297.35,10.54,D
32.60521,-90.16552,310.45,1.01,1,2025-02-07,2006,Aqua,MODIS,65,6.1NRT,294.59,6.1,D
30.83917,-98.54057,319.45,3.06,1.66,2025-02-07,2006,Aqua,MODIS,73,6.1NRT,299.78,56.9,D
30.84612,-98.51032,328.41,3.05,1.66,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,299.84,105.17,D
30.83817,-98.53558,324.18,3.06,1.66,2025-02-07,2006,Aqua,MODIS,79,6.1NRT,299.89,85.14,D
30.84492,-98.50533,328.27,3.05,1.66,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,299.61,109.06,D
32.55427,-88.06084,320.85,1.05,1.02,2025-02-07,2006,Aqua,MODIS,78,6.1NRT,296.83,16.21,D
31.2863,-95.26665,313,1.79,1.31,2025-02-07,2006,Aqua,MODIS,41,6.1NRT,293.67,16.23,D
31.28988,-95.24861,324.72,1.79,1.31,2025-02-07,2006,Aqua,MODIS,80,6.1NRT,294.09,41.82,D
32.17695,-90.18879,307.68,1.01,1.01,2025-02-07,2006,Aqua,MODIS,33,6.1NRT,295.01,4.67,D
32.23302,-89.81676,313,1,1,2025-02-07,2006,Aqua,MODIS,69,6.1NRT,295.12,8.67,D
32.23456,-89.80647,308.79,1,1,2025-02-07,2006,Aqua,MODIS,49,6.1NRT,297.01,5.4,D
30.29957,-99.70841,327.83,3.8,1.82,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,302,137.62,D
30.30832,-99.67188,360.38,3.78,1.82,2025-02-07,2006,Aqua,MODIS,100,6.1NRT,301.87,557.01,D
31.35067,-94.88049,310.49,1.68,1.28,2025-02-07,2006,Aqua,MODIS,61,6.1NRT,292.01,11.78,D
31.35398,-94.86357,318.2,1.68,1.27,2025-02-07,2006,Aqua,MODIS,74,6.1NRT,293.73,25.07,D
30.28406,-99.70359,318.77,3.8,1.82,2025-02-07,2006,Aqua,MODIS,73,6.1NRT,301.39,75.29,D
30.29282,-99.66714,341.53,3.78,1.82,2025-02-07,2006,Aqua,MODIS,91,6.1NRT,301.27,278.11,D
31.3507,-94.87355,317.51,1.68,1.28,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,293.44,22.04,D
30.30619,-99.70332,321.98,3.8,1.82,2025-02-07,2006,Aqua,MODIS,77,6.1NRT,301.12,97.34,D
30.3147,-99.66671,326.79,3.78,1.82,2025-02-07,2006,Aqua,MODIS,81,6.1NRT,299.56,133.22,D
30.29068,-99.69851,347.28,3.8,1.82,2025-02-07,2006,Aqua,MODIS,94,6.1NRT,303.12,349.56,D
30.29921,-99.66197,361.27,3.78,1.82,2025-02-07,2006,Aqua,MODIS,100,6.1NRT,302.12,573.62,D
32.09895,-89.53297,311.09,1,1,2025-02-07,2006,Aqua,MODIS,65,6.1NRT,293.61,7.37,D
31.02557,-95.63436,315.89,1.92,1.35,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,294.64,24.61,D
31.44893,-93.02419,326.39,1.3,1.13,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,293.8,27.91,D
31.45127,-93.01102,336.57,1.3,1.13,2025-02-07,2006,Aqua,MODIS,89,6.1NRT,294.13,47.2,D
31.43912,-93.02182,321.91,1.3,1.13,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,295.63,23.58,D
31.44146,-93.00864,319.55,1.3,1.13,2025-02-07,2006,Aqua,MODIS,48,6.1NRT,295.66,19.06,D
32.80382,-82.81422,317.41,2.01,1.38,2025-02-07,2006,Aqua,MODIS,75,6.1NRT,293.9,32.36,D
32.79164,-82.81267,335.69,2.01,1.38,2025-02-07,2006,Aqua,MODIS,89,6.1NRT,293.68,91.36,D
32.79354,-82.79162,316.03,2.02,1.38,2025-02-07,2006,Aqua,MODIS,67,6.1NRT,293.42,28.55,D
32.2538,-87.54178,315.68,1.08,1.04,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,294.34,11.2,D
32.79919,-82.44259,314.52,2.13,1.42,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,292.56,27.86,D
32.24552,-87.54604,339.23,1.08,1.04,2025-02-07,2006,Aqua,MODIS,90,6.1NRT,293.53,42.66,D
32.24699,-87.53493,363.81,1.08,1.04,2025-02-07,2006,Aqua,MODIS,100,6.1NRT,298.04,103.89,D
31.15768,-94.29265,334.89,1.56,1.23,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,296.03,56.05,D
32.79835,-82.43736,312.05,2.13,1.42,2025-02-07,2006,Aqua,MODIS,67,6.1NRT,292.48,23.41,D
31.14703,-94.28986,333.19,1.56,1.23,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,296.28,52.57,D
32.67776,-83.20258,316.42,1.89,1.34,2025-02-07,2006,Aqua,MODIS,73,6.1NRT,292.21,29.48,D
32.82455,-80.31554,307.25,2.99,1.64,2025-02-07,2006,Aqua,MODIS,56,6.1NRT,294.37,20.76,D
31.76953,-89.44097,308.26,1,1,2025-02-07,2006,Aqua,MODIS,58,6.1NRT,295.82,5.01,D
32.57121,-81.92509,310.36,2.29,1.47,2025-02-07,2006,Aqua,MODIS,24,6.1NRT,292.8,21.35,D
31.52573,-89.8958,315.22,1.01,1,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,293.33,10.31,D
31.72992,-88.49,312.53,1.02,1.01,2025-02-07,2006,Aqua,MODIS,43,6.1NRT,297.37,7.37,D
30.43641,-85.63055,311.66,1.25,1.11,2025-02-07,2006,Aqua,MODIS,63,6.1NRT,296.21,7.94,D
28.10041,-99.04696,317.09,3.9,1.84,2025-02-07,2006,Aqua,MODIS,68,6.1NRT,302.2,44.71,D
28.10806,-99.05294,319.52,3.9,1.84,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,301.81,59.98,D
29.88559,-91.01918,314.32,1.1,1.05,2025-02-07,2006,Aqua,MODIS,56,6.1NRT,299.01,7.86,D
32.73799,-89.95323,305.41,1,1,2025-02-07,2006,Aqua,MODIS,48,6.1NRT,293.01,3.17,D
30.63125,-86.27914,310.64,1.17,1.07,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,297.09,6.5,D
29.8814,-91.55049,311.98,1.16,1.07,2025-02-07,2006,Aqua,MODIS,61,6.1NRT,299.53,5.16,D
30.82359,-85.11396,314.26,1.35,1.15,2025-02-07,2006,Aqua,MODIS,69,6.1NRT,296.74,10.99,D
30.82203,-85.12765,310.21,1.34,1.15,2025-02-07,2006,Aqua,MODIS,54,6.1NRT,296.92,6.36,D
29.90146,-91.75607,313,1.18,1.08,2025-02-07,2006,Aqua,MODIS,54,6.1NRT,299.85,6.81,D
30.43645,-88.36692,311.48,1.01,1,2025-02-07,2006,Aqua,MODIS,63,6.1NRT,296,7.22,D
29.90888,-91.77003,326.56,1.19,1.08,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,300.26,23.32,D
29.95838,-91.70779,317.24,1.18,1.08,2025-02-07,2006,Aqua,MODIS,52,6.1NRT,298.4,11.96,D
29.96403,-91.70221,317.94,1.17,1.08,2025-02-07,2006,Aqua,MODIS,67,6.1NRT,297.11,13.05,D
30.68875,-87.04744,310.22,1.09,1.04,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,296.68,6.59,D
30.88725,-85.5242,314.06,1.28,1.12,2025-02-07,2006,Aqua,MODIS,69,6.1NRT,296.71,11.58,D
30.88571,-85.53717,312.44,1.28,1.12,2025-02-07,2006,Aqua,MODIS,66,6.1NRT,297.34,9.79,D
29.95911,-91.96061,310.86,1.21,1.09,2025-02-07,2006,Aqua,MODIS,60,6.1NRT,298.69,5.91,D
30.93047,-85.32925,310.18,1.31,1.14,2025-02-07,2006,Aqua,MODIS,61,6.1NRT,295.42,8.55,D
30.89612,-85.61806,308.75,1.26,1.12,2025-02-07,2006,Aqua,MODIS,57,6.1NRT,295.02,6.14,D
30.85782,-85.93397,347.48,1.22,1.1,2025-02-07,2006,Aqua,MODIS,94,6.1NRT,298.07,70.78,D
30.85631,-85.94633,309.25,1.22,1.1,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,296.37,6.56,D
29.97941,-92.01558,326.08,1.22,1.1,2025-02-07,2006,Aqua,MODIS,81,6.1NRT,298.62,24.32,D
29.98895,-92.01777,313.23,1.22,1.1,2025-02-07,2006,Aqua,MODIS,51,6.1NRT,295.91,7.81,D
29.99025,-92.0687,310.32,1.22,1.1,2025-02-07,2006,Aqua,MODIS,39,6.1NRT,295.12,5.41,D
30.05671,-92.05267,308.72,1.22,1.1,2025-02-07,2006,Aqua,MODIS,47,6.1NRT,294.89,5.12,D
30.14249,-91.80368,319.09,1.18,1.08,2025-02-07,2006,Aqua,MODIS,74,6.1NRT,299.83,13.44,D
30.14047,-91.81548,328.84,1.18,1.08,2025-02-07,2006,Aqua,MODIS,83,6.1NRT,300.17,26.85,D
30.00508,-92.649,310.11,1.31,1.14,2025-02-07,2006,Aqua,MODIS,57,6.1NRT,296.74,8.42,D
30.00275,-92.66207,310.15,1.31,1.14,2025-02-07,2006,Aqua,MODIS,57,6.1NRT,296.58,8.26,D
30.79363,-87.78365,308.16,1.04,1.02,2025-02-07,2006,Aqua,MODIS,59,6.1NRT,292.21,5.83,D
30.50576,-89.90166,306.55,1.02,1.01,2025-02-07,2006,Aqua,MODIS,46,6.1NRT,296.18,3.78,D
30.20683,-91.76936,312.3,1.17,1.08,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,299.42,7.93,D
30.11629,-92.4206,310.65,1.27,1.12,2025-02-07,2006,Aqua,MODIS,59,6.1NRT,296.99,8.46,D
30.17424,-92.21939,309.32,1.24,1.1,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,296.57,6.38,D
31.13286,-85.78032,318.59,1.25,1.11,2025-02-07,2006,Aqua,MODIS,76,6.1NRT,294.92,17.69,D
30.30514,-91.79849,309.13,1.17,1.08,2025-02-07,2006,Aqua,MODIS,48,6.1NRT,295.38,5.59,D
30.30588,-92.16586,316.81,1.22,1.1,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,297.55,13.67,D
30.58771,-91.42533,313.13,1.12,1.06,2025-02-07,2006,Aqua,MODIS,68,6.1NRT,296.7,8,D
30.60437,-91.38229,310.16,1.12,1.05,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,296.68,5.11,D
31.6713,-83.36233,317.73,1.78,1.31,2025-02-07,2006,Aqua,MODIS,75,6.1NRT,292.39,30.43,D
33.09378,-88.36718,315.21,1.04,1.02,2025-02-07,2006,Aqua,MODIS,72,6.1NRT,296.81,10.37,D
33.09233,-88.37796,309.08,1.04,1.02,2025-02-07,2006,Aqua,MODIS,62,6.1NRT,296.78,5.39,D
33.99569,-80.11958,313.63,3.18,1.69,2025-02-07,2006,Aqua,MODIS,71,6.1NRT,292.09,51.56,D
31.2995,-98.77108,345.98,3.09,1.67,2025-02-07,2006,Aqua,MODIS,93,6.1NRT,301.13,243.93,D
33.58309,-82.35989,308.27,2.21,1.44,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,292.05,20.62,D
31.29268,-98.8019,328.23,3.11,1.67,2025-02-07,2006,Aqua,MODIS,82,6.1NRT,301.01,100.95,D
33.99633,-80.12759,310.22,3.18,1.69,2025-02-07,2006,Aqua,MODIS,66,6.1NRT,292.06,36.38,D
31.30067,-98.77836,358.98,3.09,1.67,2025-02-07,2006,Aqua,MODIS,99,6.1NRT,301.9,399.56,D
31.29363,-98.80919,319.72,3.11,1.67,2025-02-07,2006,Aqua,MODIS,74,6.1NRT,301,56.29,D
33.39299,-87.48757,332.42,1.11,1.05,2025-02-07,2006,Aqua,MODIS,87,6.1NRT,296.65,33.4,D
33.4022,-87.48921,308.19,1.11,1.05,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,295.02,5.82,D
33.29541,-88.72276,321.04,1.02,1.01,2025-02-07,2006,Aqua,MODIS,79,6.1NRT,295.01,16.22,D
33.93101,-87.01728,305.44,1.17,1.08,2025-02-07,2006,Aqua,MODIS,55,6.1NRT,293.07,6.01,D
32.3715,-98.02206,309.7,2.58,1.54,2025-02-07,2006,Aqua,MODIS,52,6.1NRT,297.52,20.18,D
42.50135,-92.1329,305.5,1,1,2025-02-07,2008,Aqua,MODIS,62,6.1NRT,279.82,8.93,D
41.837,-92.86774,307.57,1,1,2025-02-07,2008,Aqua,MODIS,66,6.1NRT,274.32,11.64,D
42.49966,-92.14471,310.57,1,1,2025-02-07,2008,Aqua,MODIS,70,6.1NRT,278.69,12.37,D
19.41261,-155.2838,326.35,1.27,1.12,2025-02-07,2016,Terra,MODIS,45,6.1NRT,299.04,29.39,D
19.40092,-155.27376,324.11,1.28,1.12,2025-02-07,2016,Terra,MODIS,48,6.1NRT,293.68,25.13,D
19.40279,-155.28549,348.53,1.27,1.12,2025-02-07,2016,Terra,MODIS,94,6.1NRT,306.81,78.68,D
38.59042,-104.76326,310.51,3.57,1.77,2025-02-07,2146,Aqua,MODIS,70,6.1NRT,290.26,55.6,D
39.58865,-119.53586,311.8,1.18,1.08,2025-02-07,2146,Aqua,MODIS,72,6.1NRT,285.35,14.11,D
39.58155,-119.52044,310.94,1.18,1.08,2025-02-07,2146,Aqua,MODIS,50,6.1NRT,285.35,12.58,D
38.58669,-104.77138,308.36,3.57,1.77,2025-02-07,2146,Aqua,MODIS,55,6.1NRT,290.24,41.89,D
38.58863,-104.73023,310.15,3.6,1.78,2025-02-07,2146,Aqua,MODIS,67,6.1NRT,290.14,49.56,D
38.59261,-104.72223,306.76,3.6,1.78,2025-02-07,2146,Aqua,MODIS,64,6.1NRT,290.29,39.13,D
40.39539,-79.85356,300.14,1.02,1.01,2025-02-08,0219,Terra,MODIS,19,6.1NRT,268.34,10.15,N
32.65312,-94.45276,301.3,1.95,1.36,2025-02-08,0355,Terra,MODIS,40,6.1NRT,290.29,14.12,N
19.41113,-155.29037,313.53,2.87,1.62,2025-02-08,0709,Terra,MODIS,82,6.1NRT,289.96,70.06,N
19.4072,-155.28348,321.32,2.87,1.62,2025-02-08,0709,Terra,MODIS,100,6.1NRT,294.92,102.28,N
33.01723,-79.87952,317.44,1.01,1,2025-02-08,0809,Aqua,MODIS,95,6.1NRT,287.87,17.52,N
19.41043,-155.27304,320.07,1.04,1.02,2025-02-08,1308,Aqua,MODIS,100,6.1NRT,300.62,21.78,N
19.41195,-155.28265,334.8,1.04,1.02,2025-02-08,1308,Aqua,MODIS,100,6.1NRT,303.22,40.62,N
19.40152,-155.2746,323.8,1.04,1.02,2025-02-08,1310,Aqua,MODIS,100,6.1NRT,295.02,25.77,N
19.40457,-155.29385,302.91,1.04,1.02,2025-02-08,1310,Aqua,MODIS,52,6.1NRT,285.2,8.69,N
19.40304,-155.28418,349.71,1.04,1.02,2025-02-08,1310,Aqua,MODIS,100,6.1NRT,311.07,68.91,N
34.09127,-96.28911,304.59,1.6,1.24,2025-02-08,1556,Terra,MODIS,59,6.1NRT,293.58,8.14,D
32.72648,-81.12656,310.17,3.28,1.71,2025-02-08,1556,Terra,MODIS,32,6.1NRT,291.13,45.2,D
27.3584,-82.06413,313.87,3.87,1.83,2025-02-08,1556,Terra,MODIS,59,6.1NRT,295.5,59.94,D
30.75023,-97.88464,305.62,1.83,1.33,2025-02-08,1556,Terra,MODIS,48,6.1NRT,294.8,8.51,D
30.95438,-98.06694,305.82,1.9,1.35,2025-02-08,1556,Terra,MODIS,49,6.1NRT,294.84,8.15,D
30.95626,-98.08632,307.99,1.9,1.35,2025-02-08,1556,Terra,MODIS,58,6.1NRT,295.39,11.58,D
30.96173,-98.07867,310.45,1.9,1.35,2025-02-08,1556,Terra,MODIS,64,6.1NRT,295.03,15.37,D
30.99409,-94.31664,304.59,1.14,1.07,2025-02-08,1556,Terra,MODIS,51,6.1NRT,292.54,4.59,D
31.76139,-99.23647,311.59,2.34,1.48,2025-02-08,1556,Terra,MODIS,67,6.1NRT,294.38,28.31,D
32.01125,-95.41091,315.19,1.33,1.14,2025-02-08,1556,Terra,MODIS,73,6.1NRT,295.26,16.58,D
32.01281,-95.42484,307.44,1.33,1.14,2025-02-08,1556,Terra,MODIS,59,6.1NRT,294.78,7.79,D
31.84783,-93.52129,308.94,1.09,1.04,2025-02-08,1556,Terra,MODIS,64,6.1NRT,294.34,7.69,D
31.84925,-93.5325,325.96,1.09,1.04,2025-02-08,1556,Terra,MODIS,83,6.1NRT,294.98,25.03,D
31.08667,-86.72036,305.5,1.53,1.22,2025-02-08,1556,Terra,MODIS,58,6.1NRT,291.96,8.39,D
32.72241,-95.41099,307.33,1.36,1.15,2025-02-08,1556,Terra,MODIS,58,6.1NRT,295.28,7.66,D
32.40441,-92.36678,307.66,1.02,1.01,2025-02-08,1556,Terra,MODIS,60,6.1NRT,294.66,5.87,D
32.31252,-90.1334,306.92,1.03,1.01,2025-02-08,1556,Terra,MODIS,42,6.1NRT,293.51,4.93,D
33.25533,-92.87817,305.58,1.06,1.03,2025-02-08,1556,Terra,MODIS,57,6.1NRT,290.92,5.04,D
34.0896,-96.27209,310.88,1.59,1.24,2025-02-08,1556,Terra,MODIS,71,6.1NRT,293.89,16.33,D
32.72105,-81.09949,311.47,3.3,1.72,2025-02-08,1556,Terra,MODIS,38,6.1NRT,291.07,46.06,D
28.82854,-97.22523,307.77,1.56,1.23,2025-02-08,1558,Terra,MODIS,53,6.1NRT,295.63,8.77,D
32.9108,-103.33729,321.31,4.71,1.99,2025-02-08,1734,Terra,MODIS,79,6.1NRT,297.63,135.46,D
32.89997,-103.28468,310.74,4.75,1.99,2025-02-08,1734,Terra,MODIS,66,6.1NRT,297.45,51.45,D
32.89909,-103.28986,311.9,4.75,1.99,2025-02-08,1734,Terra,MODIS,67,6.1NRT,297.32,60.03,D
33.71376,-105.40296,326.88,3.3,1.72,2025-02-08,1734,Terra,MODIS,84,6.1NRT,295.39,128.63,D
33.71174,-105.39674,330.05,3.3,1.72,2025-02-08,1734,Terra,MODIS,86,6.1NRT,295.65,151.27,D
32.91194,-103.33199,322.84,4.71,1.99,2025-02-08,1734,Terra,MODIS,80,6.1NRT,297.58,149.29,D
29.89263,-82.00023,309.76,2.46,1.51,2025-02-08,1906,Aqua,MODIS,58,6.1NRT,297.38,17.34,D
29.70974,-82.65131,339.63,2.75,1.59,2025-02-08,1906,Aqua,MODIS,91,6.1NRT,297.02,166.28,D
29.7127,-82.67619,312,2.76,1.59,2025-02-08,1906,Aqua,MODIS,66,6.1NRT,295.53,27.4,D
29.71845,-82.6492,337.75,2.75,1.59,2025-02-08,1906,Aqua,MODIS,90,6.1NRT,297.07,153.49,D
29.38221,-81.37568,312.14,2.29,1.46,2025-02-08,1906,Aqua,MODIS,53,6.1NRT,296.21,25.27,D
30.91866,-84.35676,305.53,3.35,1.73,2025-02-08,1906,Aqua,MODIS,47,6.1NRT,292.5,21.23,D
30.42591,-83.20396,311.86,2.88,1.62,2025-02-08,1906,Aqua,MODIS,67,6.1NRT,295.38,29.68,D
30.1447,-83.2916,317.23,2.97,1.64,2025-02-08,1906,Aqua,MODIS,74,6.1NRT,296.2,53.77,D
30.1512,-83.26262,347.02,2.96,1.64,2025-02-08,1906,Aqua,MODIS,94,6.1NRT,296.78,249.04,D
30.16288,-83.26193,311.74,2.96,1.64,2025-02-08,1906,Aqua,MODIS,32,6.1NRT,295.08,24.34,D
30.14255,-83.28674,322.77,2.97,1.64,2025-02-08,1906,Aqua,MODIS,79,6.1NRT,296.16,77.01,D
30.14886,-83.2577,339.47,2.96,1.64,2025-02-08,1906,Aqua,MODIS,91,6.1NRT,296.19,180.37,D
31.94834,-81.89734,307.13,2.15,1.43,2025-02-08,1906,Aqua,MODIS,55,6.1NRT,293.85,13.3,D
31.95289,-81.87566,314.57,2.15,1.42,2025-02-08,1906,Aqua,MODIS,71,6.1NRT,293.33,31.16,D
31.94716,-81.89243,308.85,2.15,1.43,2025-02-08,1906,Aqua,MODIS,18,6.1NRT,293.81,14.63,D
31.95157,-81.87068,309.14,2.15,1.42,2025-02-08,1906,Aqua,MODIS,25,6.1NRT,293.23,16.53,D
31.35691,-83.46066,307.47,2.84,1.61,2025-02-08,1906,Aqua,MODIS,55,6.1NRT,293.6,20.3,D
30.9109,-84.38988,305.76,3.37,1.73,2025-02-08,1906,Aqua,MODIS,49,6.1NRT,291.87,21.57,D
30.91305,-84.38334,308.49,3.37,1.73,2025-02-08,1906,Aqua,MODIS,60,6.1NRT,291.98,31.81,D
32.74329,-81.16708,308.76,1.85,1.33,2025-02-08,1906,Aqua,MODIS,63,6.1NRT,294.32,11.31,D
32.73166,-81.11724,332.09,1.83,1.33,2025-02-08,1906,Aqua,MODIS,87,6.1NRT,296.45,67.6,D
32.2953,-81.76893,309.4,2.07,1.4,2025-02-08,1906,Aqua,MODIS,62,6.1NRT,295.15,16.37,D
31.91125,-83.13695,308.42,2.62,1.55,2025-02-08,1906,Aqua,MODIS,57,6.1NRT,293.53,21.98,D
34.68935,-82.81823,300.58,2.12,1.42,2025-02-08,1908,Aqua,MODIS,12,6.1NRT,285.67,6.3,D
34.44976,-82.67729,301.88,2.11,1.41,2025-02-08,1908,Aqua,MODIS,22,6.1NRT,288.17,5.94,D
34.46703,-81.74254,306.46,1.83,1.33,2025-02-08,1908,Aqua,MODIS,46,6.1NRT,285.87,17.06,D
31.91763,-86.87381,305.94,4.64,1.97,2025-02-08,1908,Aqua,MODIS,43,6.1NRT,287.02,41.27,D
32.34541,-84.22121,306.11,3.02,1.65,2025-02-08,1908,Aqua,MODIS,55,6.1NRT,289.81,21.29,D
32.34389,-84.21616,304.69,3.02,1.65,2025-02-08,1908,Aqua,MODIS,50,6.1NRT,289.82,18.29,D
33.20052,-79.5238,312.16,1.43,1.18,2025-02-08,1908,Aqua,MODIS,44,6.1NRT,288.52,15.31,D
30.58064,-98.05714,314.95,1.01,1.01,2025-02-08,2044,Aqua,MODIS,55,6.1NRT,302.91,6.98,D
26.19008,-97.30998,316.01,1,1,2025-02-08,2044,Aqua,MODIS,11,6.1NRT,295.36,7.6,D
31.31323,-95.76273,312.75,1.24,1.1,2025-02-08,2044,Aqua,MODIS,59,6.1NRT,300.05,8.1,D
31.10826,-95.26768,314.71,1.31,1.13,2025-02-08,2044,Aqua,MODIS,52,6.1NRT,300.45,10.28,D
31.0977,-95.27412,319.16,1.3,1.13,2025-02-08,2044,Aqua,MODIS,73,6.1NRT,300.02,16.66,D
31.09929,-95.26086,337.08,1.31,1.13,2025-02-08,2044,Aqua,MODIS,88,6.1NRT,300.26,49.22,D
30.58206,-98.04689,314.91,1.02,1.01,2025-02-08,2044,Aqua,MODIS,55,6.1NRT,301.95,7.04,D
30.76468,-96.01893,312.07,1.18,1.08,2025-02-08,2044,Aqua,MODIS,53,6.1NRT,300.61,5.88,D
30.53699,-95.53529,337.42,1.24,1.11,2025-02-08,2044,Aqua,MODIS,89,6.1NRT,300.35,46.16,D
30.55494,-95.55109,314.74,1.24,1.11,2025-02-08,2044,Aqua,MODIS,65,6.1NRT,298.21,11.58,D
30.21064,-94.93605,309.69,1.33,1.14,2025-02-08,2044,Aqua,MODIS,49,6.1NRT,293.65,7.64,D
30.21223,-94.92262,308.88,1.33,1.14,2025-02-08,2044,Aqua,MODIS,41,6.1NRT,293.52,6.83,D
30.18697,-91.18861,333.14,2.35,1.48,2025-02-08,2044,Aqua,MODIS,66,6.1NRT,295.83,97.74,D
29.92711,-91.9108,311.52,2.07,1.4,2025-02-08,2044,Aqua,MODIS,61,6.1NRT,294.94,19.68,D
29.90057,-91.75024,315.67,2.12,1.42,2025-02-08,2044,Aqua,MODIS,63,6.1NRT,296.53,23.98,D
29.8736,-91.76858,322.9,2.12,1.41,2025-02-08,2044,Aqua,MODIS,79,6.1NRT,296.02,46.87,D
28.84278,-96.59689,311.25,1.07,1.03,2025-02-08,2044,Aqua,MODIS,30,6.1NRT,299.23,4.96,D
28.69827,-96.8519,313.5,1.05,1.02,2025-02-08,2044,Aqua,MODIS,51,6.1NRT,300.69,5.27,D
28.69969,-96.84143,325.13,1.05,1.02,2025-02-08,2044,Aqua,MODIS,77,6.1NRT,301.11,17.29,D
28.58313,-97.16024,321.15,1.03,1.02,2025-02-08,2044,Aqua,MODIS,66,6.1NRT,301.33,12.76,D
28.40613,-97.10596,315.64,1.03,1.02,2025-02-08,2044,Aqua,MODIS,52,6.1NRT,302.17,7.05,D
28.40753,-97.09571,315.68,1.03,1.02,2025-02-08,2044,Aqua,MODIS,53,6.1NRT,301.42,7.08,D
28.39724,-97.10438,355.36,1.03,1.02,2025-02-08,2044,Aqua,MODIS,97,6.1NRT,306.75,70,D
28.39863,-97.09413,378.21,1.03,1.02,2025-02-08,2044,Aqua,MODIS,100,6.1NRT,307.12,145.44,D
28.22551,-97.14509,319.46,1.03,1.01,2025-02-08,2044,Aqua,MODIS,63,6.1NRT,301.71,10.34,D
28.22691,-97.13491,318.95,1.03,1.01,2025-02-08,2044,Aqua,MODIS,62,6.1NRT,300.38,9.86,D
30.54371,-95.56212,328.47,1.24,1.11,2025-02-08,2044,Aqua,MODIS,82,6.1NRT,299.78,29.62,D
30.54521,-95.54953,364.81,1.24,1.11,2025-02-08,2044,Aqua,MODIS,100,6.1NRT,302.66,129.8,D
