latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
40.370218,-76.271466,015,032,4449,3823,2025-03-13,1546,L9,low,D
40.388662,-76.265451,015,032,4467,3755,2025-03-13,1546,L9,high,D
40.34761,-76.262917,015,032,4472,3907,2025-03-13,1546,L9,low,D
40.338785,-76.254276,015,032,4496,3940,2025-03-13,1546,L9,low,D
40.057059,-76.186838,015,032,4673,4985,2025-03-13,1546,L9,low,D
40.622465,-76.186503,015,032,4702,2893,2025-03-13,1546,L9,high,D
40.622194,-76.186498,015,032,4702,2894,2025-03-13,1546,L9,medium,D
40.27633,-76.12503,015,032,4859,4176,2025-03-13,1546,L9,high,D
40.017911,-76.100385,015,032,4917,5133,2025-03-13,1546,L9,high,D
40.083959,-76.089836,015,032,4950,4889,2025-03-13,1546,L9,low,D
40.083689,-76.089832,015,032,4950,4890,2025-03-13,1546,L9,low,D
40.193905,-76.037318,015,032,5104,4484,2025-03-13,1546,L9,medium,D
40.392379,-75.964006,015,032,5320,3752,2025-03-13,1546,L9,high,D
40.174408,-75.913348,015,032,5455,4560,2025-03-13,1546,L9,medium,D
40.174411,-75.912996,015,032,5456,4560,2025-03-13,1546,L9,high,D
40.222478,-75.883671,015,032,5541,4383,2025-03-13,1546,L9,medium,D
40.416888,-75.872772,015,032,5579,3664,2025-03-13,1546,L9,medium,D
40.358464,-75.722571,015,032,6002,3884,2025-03-13,1546,L9,high,D
40.358194,-75.722568,015,032,6002,3885,2025-03-13,1546,L9,medium,D
40.331731,-75.718754,015,032,6012,3983,2025-03-13,1546,L9,high,D
40.33146,-75.718752,015,032,6012,3984,2025-03-13,1546,L9,high,D
40.854858,-75.691277,015,032,6105,2048,2025-03-13,1546,L9,high,D
40.854587,-75.691274,015,032,6105,2049,2025-03-13,1546,L9,high,D
40.21875,-75.674545,015,032,6134,4402,2025-03-13,1546,L9,medium,D
40.623018,-75.306518,015,032,7183,2912,2025-03-13,1546,L9,high,D
40.622748,-75.306517,015,032,7183,2913,2025-03-13,1546,L9,high,D
40.623019,-75.306164,015,032,7184,2912,2025-03-13,1546,L9,medium,D
40.622749,-75.306162,015,032,7184,2913,2025-03-13,1546,L9,high,D
40.85798,-75.263105,015,032,7308,2043,2025-03-13,1546,L9,medium,D
40.85771,-75.263104,015,032,7308,2044,2025-03-13,1546,L9,high,D
40.857981,-75.262749,015,032,7309,2043,2025-03-13,1546,L9,medium,D
40.970961,-75.256066,015,032,7329,1625,2025-03-13,1546,L9,high,D
40.97069,-75.256065,015,032,7329,1626,2025-03-13,1546,L9,high,D
40.97042,-75.256064,015,032,7329,1627,2025-03-13,1546,L9,medium,D
40.970961,-75.255709,015,032,7330,1625,2025-03-13,1546,L9,medium,D
40.970691,-75.255708,015,032,7330,1626,2025-03-13,1546,L9,medium,D
40.664003,-75.231109,015,032,7396,2761,2025-03-13,1546,L9,high,D
40.663733,-75.231108,015,032,7396,2762,2025-03-13,1546,L9,medium,D
42.434242,-76.858705,015,031,1581,1405,2025-03-13,1545,L9,medium,D
42.498682,-76.850026,015,031,1610,1167,2025-03-13,1545,L9,medium,D
42.112594,-76.81698,015,031,1670,2598,2025-03-13,1545,L9,high,D
41.008157,-76.546926,015,031,2341,6700,2025-03-13,1545,L9,high,D
41.008162,-76.546569,015,031,2342,6700,2025-03-13,1545,L9,high,D
41.98699,-76.517163,015,031,2488,3079,2025-03-13,1545,L9,low,D
42.623373,-76.445458,015,031,2726,727,2025-03-13,1545,L9,high,D
42.623377,-76.445092,015,031,2727,727,2025-03-13,1545,L9,medium,D
42.072771,-76.40062,015,031,2815,2767,2025-03-13,1545,L9,medium,D
42.072501,-76.400615,015,031,2815,2768,2025-03-13,1545,L9,medium,D
42.024892,-76.215846,015,031,3322,2952,2025-03-13,1545,L9,high,D
41.913097,-76.014401,015,031,3873,3373,2025-03-13,1545,L9,low,D
42.238975,-75.880346,015,031,4256,2171,2025-03-13,1545,L9,high,D
42.238978,-75.879982,015,031,4257,2171,2025-03-13,1545,L9,high,D
42.238707,-75.879979,015,031,4257,2172,2025-03-13,1545,L9,low,D
42.300227,-75.779292,015,031,4536,1947,2025-03-13,1545,L9,low,D
42.299957,-75.779288,015,031,4536,1948,2025-03-13,1545,L9,high,D
42.299687,-75.779285,015,031,4536,1949,2025-03-13,1545,L9,medium,D
42.29996,-75.778924,015,031,4537,1948,2025-03-13,1545,L9,high,D
42.112852,-75.717117,015,031,4701,2642,2025-03-13,1545,L9,medium,D
40.854858,-75.691277,015,031,4735,7298,2025-03-13,1545,L9,high,D
40.854587,-75.691274,015,031,4735,7299,2025-03-13,1545,L9,high,D
41.739247,-75.609043,015,031,4989,4027,2025-03-13,1545,L9,medium,D
41.738977,-75.60904,015,031,4989,4028,2025-03-13,1545,L9,high,D
41.913395,-75.527132,015,031,5220,3384,2025-03-13,1545,L9,high,D
40.85798,-75.263105,015,031,5938,7293,2025-03-13,1545,L9,medium,D
40.85771,-75.263104,015,031,5938,7294,2025-03-13,1545,L9,high,D
40.857981,-75.262749,015,031,5939,7293,2025-03-13,1545,L9,medium,D
40.970961,-75.256066,015,031,5959,6875,2025-03-13,1545,L9,high,D
40.97069,-75.256065,015,031,5959,6876,2025-03-13,1545,L9,high,D
40.97042,-75.256064,015,031,5959,6877,2025-03-13,1545,L9,medium,D
40.970961,-75.255709,015,031,5960,6875,2025-03-13,1545,L9,medium,D
42.37326,-75.174963,015,031,6197,1686,2025-03-13,1545,L9,high,D
42.374193,-75.05071,015,031,6538,1683,2025-03-13,1545,L9,medium,D
42.373922,-75.05071,015,031,6538,1684,2025-03-13,1545,L9,medium,D
42.050595,-74.790519,015,031,7255,2880,2025-03-13,1545,L9,high,D
42.050325,-74.79052,015,031,7255,2881,2025-03-13,1545,L9,high,D
43.036139,-76.666127,015,030,793,4448,2025-03-13,1545,L9,medium,D
43.21884,-76.564348,015,030,1082,3777,2025-03-13,1545,L9,low,D
43.213989,-76.563485,015,030,1084,3795,2025-03-13,1545,L9,low,D
42.623373,-76.445458,015,030,1366,5987,2025-03-13,1545,L9,high,D
42.623377,-76.445092,015,030,1367,5987,2025-03-13,1545,L9,high,D
43.682951,-76.125247,015,030,2294,2078,2025-03-13,1545,L9,low,D
43.682681,-76.125242,015,030,2294,2079,2025-03-13,1545,L9,high,D
43.682954,-76.124875,015,030,2295,2078,2025-03-13,1545,L9,high,D
43.682684,-76.12487,015,030,2295,2079,2025-03-13,1545,L9,high,D
43.682958,-76.124503,015,030,2296,2078,2025-03-13,1545,L9,high,D
43.682688,-76.124498,015,030,2296,2079,2025-03-13,1545,L9,high,D
43.801553,-76.122996,015,030,2306,1639,2025-03-13,1545,L9,high,D
43.812468,-75.994512,015,030,2651,1603,2025-03-13,1545,L9,low,D
43.102133,-75.950494,015,030,2739,4234,2025-03-13,1545,L9,medium,D
44.062611,-75.960109,015,030,2754,678,2025-03-13,1545,L9,low,D
42.96721,-75.898385,015,030,2875,4735,2025-03-13,1545,L9,low,D
42.671006,-75.299175,015,030,4500,5843,2025-03-13,1545,L9,high,D
42.671277,-75.298811,015,030,4501,5842,2025-03-13,1545,L9,high,D
42.671007,-75.298809,015,030,4501,5843,2025-03-13,1545,L9,high,D
42.673172,-75.297355,015,030,4505,5835,2025-03-13,1545,L9,medium,D
42.673173,-75.296989,015,030,4506,5835,2025-03-13,1545,L9,medium,D
42.720838,-75.248484,015,030,4639,5659,2025-03-13,1545,L9,high,D
42.774897,-75.236232,015,030,4673,5459,2025-03-13,1545,L9,low,D
42.774626,-75.236231,015,030,4673,5460,2025-03-13,1545,L9,low,D
42.37326,-75.174963,015,030,4837,6946,2025-03-13,1545,L9,high,D
42.796431,-75.109016,015,030,5020,5380,2025-03-13,1545,L9,medium,D
42.796161,-75.109016,015,030,5020,5381,2025-03-13,1545,L9,high,D
42.795891,-75.109015,015,030,5020,5382,2025-03-13,1545,L9,high,D
42.796161,-75.108649,015,030,5021,5381,2025-03-13,1545,L9,high,D
42.795891,-75.108648,015,030,5021,5382,2025-03-13,1545,L9,low,D
42.374193,-75.05071,015,030,5178,6943,2025-03-13,1545,L9,medium,D
42.373922,-75.05071,015,030,5178,6944,2025-03-13,1545,L9,medium,D
42.816038,-74.46539,015,030,6774,5303,2025-03-13,1545,L9,low,D
49.286825,-72.192208,015,025,5513,7536,2025-03-13,1543,L9,high,D
49.286825,-72.192208,015,026,6813,2266,2025-03-13,1543,L9,low,D
45.304388,-74.992028,015,028,2658,6615,2025-03-13,1544,L9,low,D
45.338767,-74.115182,015,028,4948,6475,2025-03-13,1544,L9,low,D
45.781753,-73.911766,015,028,5457,4828,2025-03-13,1544,L9,high,D
44.241593,-76.090757,015,029,1064,5271,2025-03-13,1544,L9,high,D
44.062611,-75.960109,015,029,1404,5938,2025-03-13,1544,L9,low,D
45.172524,-75.571976,015,029,2469,1838,2025-03-13,1544,L9,low,D
45.173071,-75.570455,015,029,2473,1836,2025-03-13,1544,L9,high,D
44.870663,-75.435295,015,029,2821,2958,2025-03-13,1544,L9,low,D
44.870393,-75.435293,015,029,2821,2959,2025-03-13,1544,L9,high,D
44.870123,-75.435291,015,029,2821,2960,2025-03-13,1544,L9,high,D
44.637941,-75.41426,015,029,2872,3820,2025-03-13,1544,L9,high,D
44.637671,-75.414258,015,029,2872,3821,2025-03-13,1544,L9,high,D
45.171515,-75.048549,015,029,3840,1847,2025-03-13,1544,L9,low,D
45.304388,-74.992028,015,029,3988,1355,2025-03-13,1544,L9,low,D
44.503649,-74.966475,015,029,4056,4320,2025-03-13,1544,L9,low,D
45.338767,-74.115182,015,029,6278,1215,2025-03-13,1544,L9,low,D
42.612425,-89.186954,023,030,298,6014,2025-03-13,1634,L8,high,D
42.612155,-89.186945,023,030,298,6015,2025-03-13,1634,L8,high,D
42.612432,-89.186589,023,030,299,6014,2025-03-13,1634,L8,high,D
42.612162,-89.186579,023,030,299,6015,2025-03-13,1634,L8,high,D
42.533696,-89.178725,023,030,313,6306,2025-03-13,1634,L8,high,D
42.533426,-89.178715,023,030,313,6307,2025-03-13,1634,L8,high,D
42.537254,-89.162044,023,030,359,6294,2025-03-13,1634,L8,medium,D
42.537261,-89.161679,023,030,360,6294,2025-03-13,1634,L8,high,D
42.536991,-89.16167,023,030,360,6295,2025-03-13,1634,L8,medium,D
42.707104,-89.1661,023,030,364,5665,2025-03-13,1634,L8,high,D
42.678817,-89.074315,023,030,612,5776,2025-03-13,1634,L8,medium,D
42.678554,-89.07394,023,030,613,5777,2025-03-13,1634,L8,high,D
43.011122,-89.072951,023,030,646,4546,2025-03-13,1634,L8,high,D
42.694484,-89.059454,023,030,654,5719,2025-03-13,1634,L8,high,D
42.694491,-89.059088,023,030,655,5719,2025-03-13,1634,L8,high,D
42.717095,-89.033824,023,030,726,5637,2025-03-13,1634,L8,high,D
42.474978,-88.975235,023,030,865,6537,2025-03-13,1634,L8,low,D
43.126032,-88.95992,023,030,963,4128,2025-03-13,1634,L8,high,D
43.126849,-88.959577,023,030,964,4125,2025-03-13,1634,L8,high,D
43.126579,-88.959568,023,030,964,4126,2025-03-13,1634,L8,high,D
43.126309,-88.95956,023,030,964,4127,2025-03-13,1634,L8,high,D
43.126039,-88.959551,023,030,964,4128,2025-03-13,1634,L8,high,D
43.125769,-88.959542,023,030,964,4129,2025-03-13,1634,L8,high,D
43.127125,-88.959217,023,030,965,4124,2025-03-13,1634,L8,high,D
43.126855,-88.959208,023,030,965,4125,2025-03-13,1634,L8,high,D
43.126585,-88.9592,023,030,965,4126,2025-03-13,1634,L8,high,D
43.126045,-88.959182,023,030,965,4128,2025-03-13,1634,L8,high,D
42.835051,-88.946291,023,030,975,5206,2025-03-13,1634,L8,medium,D
42.834781,-88.946282,023,030,975,5207,2025-03-13,1634,L8,medium,D
42.835058,-88.945924,023,030,976,5206,2025-03-13,1634,L8,medium,D
42.834788,-88.945915,023,030,976,5207,2025-03-13,1634,L8,high,D
42.834794,-88.945548,023,030,977,5207,2025-03-13,1634,L8,medium,D
42.465016,-88.925661,023,030,1000,6577,2025-03-13,1634,L8,medium,D
42.79213,-88.928438,023,030,1020,5366,2025-03-13,1634,L8,high,D
42.639705,-88.899572,023,030,1086,5932,2025-03-13,1634,L8,medium,D
42.659699,-88.899449,023,030,1088,5858,2025-03-13,1634,L8,medium,D
42.659429,-88.899441,023,030,1088,5859,2025-03-13,1634,L8,high,D
42.659705,-88.899083,023,030,1089,5858,2025-03-13,1634,L8,medium,D
42.659435,-88.899075,023,030,1089,5859,2025-03-13,1634,L8,high,D
42.495548,-88.893012,023,030,1092,6466,2025-03-13,1634,L8,medium,D
43.133882,-88.894884,023,030,1140,4103,2025-03-13,1634,L8,medium,D
43.13393,-88.891935,023,030,1148,4103,2025-03-13,1634,L8,medium,D
43.133936,-88.891566,023,030,1149,4103,2025-03-13,1634,L8,medium,D
42.949639,-88.862375,023,030,1213,4787,2025-03-13,1634,L8,high,D
42.882092,-88.846382,023,030,1251,5038,2025-03-13,1634,L8,low,D
42.606173,-88.766529,023,030,1447,6064,2025-03-13,1634,L8,high,D
42.605903,-88.766521,023,030,1447,6065,2025-03-13,1634,L8,high,D
42.740519,-88.761543,023,030,1471,5567,2025-03-13,1634,L8,low,D
42.740524,-88.761177,023,030,1472,5567,2025-03-13,1634,L8,high,D
43.631251,-88.772848,023,030,1510,2269,2025-03-13,1634,L8,medium,D
42.649801,-88.722383,023,030,1571,5905,2025-03-13,1634,L8,low,D
42.649531,-88.722375,023,030,1571,5906,2025-03-13,1634,L8,high,D
42.563528,-88.710505,023,030,1597,6225,2025-03-13,1634,L8,medium,D
42.563803,-88.710147,023,030,1598,6224,2025-03-13,1634,L8,medium,D
42.563533,-88.710139,023,030,1598,6225,2025-03-13,1634,L8,high,D
42.563263,-88.710132,023,030,1598,6226,2025-03-13,1634,L8,high,D
42.736362,-88.696924,023,030,1647,5586,2025-03-13,1634,L8,high,D
42.736092,-88.696917,023,030,1647,5587,2025-03-13,1634,L8,high,D
42.736637,-88.696565,023,030,1648,5585,2025-03-13,1634,L8,high,D
42.736367,-88.696558,023,030,1648,5586,2025-03-13,1634,L8,medium,D
42.736642,-88.696199,023,030,1649,5585,2025-03-13,1634,L8,medium,D
42.958327,-88.64821,023,030,1796,4767,2025-03-13,1634,L8,high,D
44.013195,-88.664426,023,030,1830,861,2025-03-13,1634,L8,medium,D
42.482445,-88.600619,023,030,1892,6531,2025-03-13,1634,L8,high,D
43.052228,-88.598784,023,030,1937,4422,2025-03-13,1634,L8,low,D
43.93859,-88.611881,023,030,1965,1140,2025-03-13,1634,L8,high,D
42.476512,-88.560687,023,030,2001,6555,2025-03-13,1634,L8,high,D
42.476517,-88.560322,023,030,2002,6555,2025-03-13,1634,L8,high,D
42.476247,-88.560315,023,030,2002,6556,2025-03-13,1634,L8,medium,D
42.478546,-88.550153,023,030,2030,6548,2025-03-13,1634,L8,high,D
42.478276,-88.550146,023,030,2030,6549,2025-03-13,1634,L8,high,D
42.478006,-88.55014,023,030,2030,6550,2025-03-13,1634,L8,high,D
43.305545,-88.545117,023,030,2100,3487,2025-03-13,1634,L8,high,D
43.30582,-88.544754,023,030,2101,3486,2025-03-13,1634,L8,high,D
43.305549,-88.544747,023,030,2101,3487,2025-03-13,1634,L8,high,D
42.464864,-88.522813,023,030,2104,6600,2025-03-13,1634,L8,high,D
42.464594,-88.522806,023,030,2104,6601,2025-03-13,1634,L8,high,D
42.464324,-88.5228,023,030,2104,6602,2025-03-13,1634,L8,medium,D
42.464869,-88.522448,023,030,2105,6600,2025-03-13,1634,L8,high,D
42.464599,-88.522441,023,030,2105,6601,2025-03-13,1634,L8,high,D
42.464328,-88.522435,023,030,2105,6602,2025-03-13,1634,L8,high,D
42.464058,-88.522428,023,030,2105,6603,2025-03-13,1634,L8,high,D
42.463788,-88.522422,023,030,2105,6604,2025-03-13,1634,L8,high,D
42.465144,-88.52209,023,030,2106,6599,2025-03-13,1634,L8,high,D
42.464873,-88.522083,023,030,2106,6600,2025-03-13,1634,L8,high,D
42.464333,-88.52207,023,030,2106,6602,2025-03-13,1634,L8,high,D
42.464063,-88.522064,023,030,2106,6603,2025-03-13,1634,L8,high,D
42.463793,-88.522057,023,030,2106,6604,2025-03-13,1634,L8,high,D
42.465148,-88.521725,023,030,2107,6599,2025-03-13,1634,L8,high,D
43.038538,-88.533243,023,030,2114,4476,2025-03-13,1634,L8,medium,D
42.894116,-88.52525,023,030,2126,5011,2025-03-13,1634,L8,medium,D
42.89412,-88.524883,023,030,2127,5011,2025-03-13,1634,L8,medium,D
42.89385,-88.524876,023,030,2127,5012,2025-03-13,1634,L8,medium,D
42.894125,-88.524516,023,030,2128,5011,2025-03-13,1634,L8,high,D
42.893855,-88.524509,023,030,2128,5012,2025-03-13,1634,L8,high,D
42.893585,-88.524502,023,030,2128,5013,2025-03-13,1634,L8,high,D
42.893315,-88.524496,023,030,2128,5014,2025-03-13,1634,L8,high,D
42.89386,-88.524142,023,030,2129,5012,2025-03-13,1634,L8,high,D
42.89359,-88.524135,023,030,2129,5013,2025-03-13,1634,L8,high,D
42.89332,-88.524128,023,030,2129,5014,2025-03-13,1634,L8,high,D
42.89305,-88.524122,023,030,2129,5015,2025-03-13,1634,L8,high,D
42.89278,-88.524115,023,030,2129,5016,2025-03-13,1634,L8,high,D
44.193317,-88.551613,023,030,2144,200,2025-03-13,1634,L8,high,D
44.193322,-88.551238,023,030,2145,200,2025-03-13,1634,L8,high,D
42.595485,-88.492349,023,030,2196,6118,2025-03-13,1634,L8,medium,D
42.59549,-88.491984,023,030,2197,6118,2025-03-13,1634,L8,low,D
42.575792,-88.469216,023,030,2258,6192,2025-03-13,1634,L8,high,D
42.544742,-88.467756,023,030,2260,6307,2025-03-13,1634,L8,low,D
43.91465,-88.484942,023,030,2303,1235,2025-03-13,1634,L8,low,D
42.967256,-88.425896,023,030,2401,4745,2025-03-13,1634,L8,high,D
42.852256,-88.397178,023,030,2472,5172,2025-03-13,1634,L8,high,D
42.851986,-88.397172,023,030,2472,5173,2025-03-13,1634,L8,low,D
42.85226,-88.396811,023,030,2473,5172,2025-03-13,1634,L8,medium,D
43.672081,-88.400054,023,030,2515,2137,2025-03-13,1634,L8,high,D
43.062412,-88.37652,023,030,2541,4395,2025-03-13,1634,L8,medium,D
43.062142,-88.376514,023,030,2541,4396,2025-03-13,1634,L8,high,D
43.061872,-88.376508,023,030,2541,4397,2025-03-13,1634,L8,medium,D
43.061876,-88.37614,023,030,2542,4397,2025-03-13,1634,L8,medium,D
43.037357,-88.370804,023,030,2555,4488,2025-03-13,1634,L8,medium,D
42.481955,-88.344378,023,030,2594,6545,2025-03-13,1634,L8,medium,D
42.482238,-88.343289,023,030,2597,6544,2025-03-13,1634,L8,medium,D
42.892248,-88.351419,023,030,2599,5026,2025-03-13,1634,L8,medium,D
43.535586,-88.292557,023,030,2796,2647,2025-03-13,1634,L8,medium,D
43.535316,-88.292552,023,030,2796,2648,2025-03-13,1634,L8,medium,D
43.53559,-88.292186,023,030,2797,2647,2025-03-13,1634,L8,high,D
43.53532,-88.29218,023,030,2797,2648,2025-03-13,1634,L8,high,D
42.503466,-88.258304,023,030,2831,6469,2025-03-13,1634,L8,high,D
42.36761,-88.254496,023,030,2834,6972,2025-03-13,1634,L8,medium,D
42.532403,-88.230757,023,030,2908,6363,2025-03-13,1634,L8,low,D
42.532133,-88.230752,023,030,2908,6364,2025-03-13,1634,L8,high,D
42.996061,-88.199119,023,030,3019,4648,2025-03-13,1634,L8,low,D
42.485092,-88.182377,023,030,3038,6540,2025-03-13,1634,L8,medium,D
42.484822,-88.182371,023,030,3038,6541,2025-03-13,1634,L8,high,D
42.484826,-88.182007,023,030,3039,6541,2025-03-13,1634,L8,high,D
42.48483,-88.181642,023,030,3040,6541,2025-03-13,1634,L8,medium,D
42.48456,-88.181636,023,030,3040,6542,2025-03-13,1634,L8,high,D
43.945521,-88.202714,023,030,3060,1133,2025-03-13,1634,L8,medium,D
42.914383,-88.182098,023,030,3061,4951,2025-03-13,1634,L8,high,D
42.914113,-88.182092,023,030,3061,4952,2025-03-13,1634,L8,high,D
42.625178,-88.168927,023,030,3082,6022,2025-03-13,1634,L8,medium,D
42.624637,-88.168917,023,030,3082,6024,2025-03-13,1634,L8,medium,D
42.624367,-88.168912,023,030,3082,6025,2025-03-13,1634,L8,medium,D
42.624097,-88.168907,023,030,3082,6026,2025-03-13,1634,L8,high,D
42.623827,-88.168902,023,030,3082,6027,2025-03-13,1634,L8,medium,D
42.623287,-88.168892,023,030,3082,6029,2025-03-13,1634,L8,medium,D
42.623017,-88.168887,023,030,3082,6030,2025-03-13,1634,L8,medium,D
42.623291,-88.168526,023,030,3083,6029,2025-03-13,1634,L8,high,D
42.623021,-88.168521,023,030,3083,6030,2025-03-13,1634,L8,high,D
42.62275,-88.168516,023,030,3083,6031,2025-03-13,1634,L8,medium,D
42.623024,-88.168155,023,030,3084,6030,2025-03-13,1634,L8,medium,D
42.707104,-88.162405,023,030,3104,5719,2025-03-13,1634,L8,high,D
42.706834,-88.1624,023,030,3104,5720,2025-03-13,1634,L8,high,D
42.706564,-88.162394,023,030,3104,5721,2025-03-13,1634,L8,high,D
42.707378,-88.162043,023,030,3105,5718,2025-03-13,1634,L8,high,D
42.707107,-88.162038,023,030,3105,5719,2025-03-13,1634,L8,high,D
42.706837,-88.162033,023,030,3105,5720,2025-03-13,1634,L8,high,D
42.706567,-88.162028,023,030,3105,5721,2025-03-13,1634,L8,high,D
42.706297,-88.162023,023,030,3105,5722,2025-03-13,1634,L8,medium,D
42.707111,-88.161672,023,030,3106,5719,2025-03-13,1634,L8,high,D
42.706841,-88.161667,023,030,3106,5720,2025-03-13,1634,L8,high,D
43.807745,-88.178686,023,030,3117,1644,2025-03-13,1634,L8,high,D
42.542429,-88.149845,023,030,3130,6329,2025-03-13,1634,L8,high,D
42.542159,-88.14984,023,030,3130,6330,2025-03-13,1634,L8,high,D
42.604341,-88.145498,023,030,3145,6100,2025-03-13,1634,L8,high,D
42.369215,-88.125913,023,030,3187,6971,2025-03-13,1634,L8,medium,D
42.427041,-88.125124,023,030,3192,6757,2025-03-13,1634,L8,medium,D
42.427315,-88.124764,023,030,3193,6756,2025-03-13,1634,L8,medium,D
42.427045,-88.124759,023,030,3193,6757,2025-03-13,1634,L8,high,D
42.328493,-88.118268,023,030,3206,7122,2025-03-13,1634,L8,medium,D
42.949537,-88.125033,023,030,3218,4823,2025-03-13,1634,L8,high,D
42.949267,-88.125028,023,030,3218,4824,2025-03-13,1634,L8,medium,D
42.949811,-88.12467,023,030,3219,4822,2025-03-13,1634,L8,medium,D
42.949541,-88.124665,023,030,3219,4823,2025-03-13,1634,L8,medium,D
42.949271,-88.12466,023,030,3219,4824,2025-03-13,1634,L8,high,D
42.422005,-88.115188,023,030,3219,6776,2025-03-13,1634,L8,medium,D
42.64303,-88.11254,023,030,3237,5958,2025-03-13,1634,L8,medium,D
43.152454,-88.121369,023,030,3238,4072,2025-03-13,1634,L8,high,D
42.643033,-88.112175,023,030,3238,5958,2025-03-13,1634,L8,high,D
42.82943,-88.113676,023,030,3243,5268,2025-03-13,1634,L8,high,D
42.82916,-88.113671,023,030,3243,5269,2025-03-13,1634,L8,low,D
43.128192,-88.116131,023,030,3251,4162,2025-03-13,1634,L8,high,D
43.596104,-88.111734,023,030,3286,2430,2025-03-13,1634,L8,medium,D
