centroid_cluster,date,count,centroid_lat,centroid_lon
433,2019-11-14,31,-30.951516529291695,151.14682773966567
433,2019-11-15,18,-30.951516529291695,151.14682773966567
433,2019-11-16,11,-30.951516529291695,151.14682773966567
433,2019-11-18,7,-30.951516529291695,151.14682773966567
433,2019-11-19,6,-30.951516529291695,151.14682773966567
433,2019-11-20,2,-30.951516529291695,151.14682773966567
433,2019-11-21,6,-30.951516529291695,151.14682773966567
433,2019-11-22,2,-30.951516529291695,151.14682773966567
433,2019-11-28,2,-30.951516529291695,151.14682773966567
433,2020-01-04,3,-30.951516529291695,151.14682773966567
433,2020-01-05,8,-30.951516529291695,151.14682773966567
433,2020-01-06,4,-30.951516529291695,151.14682773966567
433,2020-01-08,1,-30.951516529291695,151.14682773966567
433,2020-01-10,1,-30.951516529291695,151.14682773966567
433,2020-01-21,2,-30.951516529291695,151.14682773966567
433,2020-02-28,2,-30.951516529291695,151.14682773966567
434,2019-12-03,4,-42.11593839937181,147.96696033486938
434,2019-12-04,10,-42.11593839937181,147.96696033486938
434,2019-12-05,8,-42.11593839937181,147.96696033486938
434,2019-12-06,20,-42.11593839937181,147.96696033486938
434,2019-12-07,1,-42.11593839937181,147.96696033486938
434,2019-12-08,6,-42.11593839937181,147.96696033486938
434,2019-12-10,14,-42.11593839937181,147.96696033486938
434,2019-12-11,2,-42.11593839937181,147.96696033486938
434,2019-12-16,1,-42.11593839937181,147.96696033486938
434,2019-12-17,3,-42.11593839937181,147.96696033486938
434,2019-12-19,7,-42.11593839937181,147.96696033486938
434,2019-12-20,3,-42.11593839937181,147.96696033486938
434,2019-12-21,4,-42.11593839937181,147.96696033486938
435,2019-11-10,2,-25.24050326977954,129.06160889602677
435,2019-12-05,5,-25.24050326977954,129.06160889602677
435,2019-12-21,17,-25.24050326977954,129.06160889602677
435,2019-12-22,1,-25.24050326977954,129.06160889602677
435,2019-12-28,2,-25.24050326977954,129.06160889602677
435,2019-12-31,5,-25.24050326977954,129.06160889602677
435,2020-01-01,11,-25.24050326977954,129.06160889602677
435,2020-02-10,9,-25.24050326977954,129.06160889602677
435,2020-02-11,1,-25.24050326977954,129.06160889602677
435,2020-02-12,2,-25.24050326977954,129.06160889602677
436,2019-12-26,1,-23.642903597730026,126.56361562308011
436,2019-12-27,8,-23.642903597730026,126.56361562308011
436,2019-12-28,7,-23.642903597730026,126.56361562308011
436,2019-12-29,9,-23.642903597730026,126.56361562308011
436,2019-12-30,1,-23.642903597730026,126.56361562308011
437,2019-11-08,16,-28.44500265040242,153.26513040299372
437,2019-11-09,10,-28.44500265040242,153.26513040299372
437,2019-11-10,10,-28.44500265040242,153.26513040299372
437,2019-11-11,4,-28.44500265040242,153.26513040299372
437,2019-11-12,22,-28.44500265040242,153.26513040299372
437,2019-11-13,3,-28.44500265040242,153.26513040299372
437,2019-11-14,2,-28.44500265040242,153.26513040299372
437,2019-11-15,4,-28.44500265040242,153.26513040299372
437,2019-11-16,1,-28.44500265040242,153.26513040299372
437,2019-11-19,2,-28.44500265040242,153.26513040299372
437,2019-11-24,1,-28.44500265040242,153.26513040299372
437,2019-12-12,1,-28.44500265040242,153.26513040299372
437,2019-12-18,7,-28.44500265040242,153.26513040299372
437,2019-12-19,7,-28.44500265040242,153.26513040299372
437,2019-12-20,4,-28.44500265040242,153.26513040299372
437,2019-12-21,1,-28.44500265040242,153.26513040299372
437,2019-12-22,2,-28.44500265040242,153.26513040299372
437,2020-02-17,1,-28.44500265040242,153.26513040299372
438,2019-11-26,2,-22.541068855530376,117.82937115904026
438,2019-11-28,2,-22.541068855530376,117.82937115904026
438,2019-12-01,1,-22.541068855530376,117.82937115904026
438,2019-12-14,1,-22.541068855530376,117.82937115904026
438,2019-12-17,2,-22.541068855530376,117.82937115904026
438,2019-12-22,2,-22.541068855530376,117.82937115904026
438,2019-12-25,1,-22.541068855530376,117.82937115904026
438,2019-12-27,6,-22.541068855530376,117.82937115904026
438,2019-12-31,5,-22.541068855530376,117.82937115904026
438,2020-01-01,8,-22.541068855530376,117.82937115904026
438,2020-02-03,1,-22.541068855530376,117.82937115904026
438,2020-02-04,1,-22.541068855530376,117.82937115904026
438,2020-02-14,1,-22.541068855530376,117.82937115904026
438,2020-02-16,1,-22.541068855530376,117.82937115904026
439,2019-12-19,11,-20.643398847733437,136.2456138028603
439,2019-12-20,9,-20.643398847733437,136.2456138028603
439,2019-12-22,5,-20.643398847733437,136.2456138028603
439,2019-12-28,2,-20.643398847733437,136.2456138028603
440,2019-11-06,3,-19.48950088350851,146.67630375469574
440,2019-11-10,5,-19.48950088350851,146.67630375469574
440,2019-11-11,3,-19.48950088350851,146.67630375469574
440,2019-11-12,1,-19.48950088350851,146.67630375469574
440,2019-12-08,4,-19.48950088350851,146.67630375469574
440,2019-12-09,1,-19.48950088350851,146.67630375469574
440,2019-12-12,2,-19.48950088350851,146.67630375469574
440,2019-12-13,2,-19.48950088350851,146.67630375469574
440,2019-12-27,1,-19.48950088350851,146.67630375469574
440,2020-02-02,2,-19.48950088350851,146.67630375469574
440,2020-02-04,1,-19.48950088350851,146.67630375469574
440,2020-02-06,2,-19.48950088350851,146.67630375469574
440,2020-02-10,3,-19.48950088350851,146.67630375469574
440,2020-02-11,1,-19.48950088350851,146.67630375469574
440,2020-02-15,1,-19.48950088350851,146.67630375469574
441,2019-12-07,5,-33.19363680214227,120.01783341025072
441,2019-12-09,1,-33.19363680214227,120.01783341025072
441,2019-12-10,10,-33.19363680214227,120.01783341025072
441,2020-02-08,35,-33.19363680214227,120.01783341025072
441,2020-02-09,33,-33.19363680214227,120.01783341025072
441,2020-02-10,29,-33.19363680214227,120.01783341025072
441,2020-02-15,2,-33.19363680214227,120.01783341025072
441,2020-02-16,1,-33.19363680214227,120.01783341025072
441,2020-02-17,1,-33.19363680214227,120.01783341025072
442,2019-12-13,1,-13.302830025423631,133.5566806393733
442,2019-12-14,1,-13.302830025423631,133.5566806393733
442,2019-12-15,13,-13.302830025423631,133.5566806393733
442,2019-12-16,5,-13.302830025423631,133.5566806393733
442,2019-12-17,3,-13.302830025423631,133.5566806393733
442,2019-12-18,3,-13.302830025423631,133.5566806393733
442,2019-12-19,5,-13.302830025423631,133.5566806393733
442,2019-12-20,13,-13.302830025423631,133.5566806393733
442,2019-12-22,17,-13.302830025423631,133.5566806393733
442,2019-12-23,4,-13.302830025423631,133.5566806393733
442,2019-12-24,4,-13.302830025423631,133.5566806393733
442,2019-12-28,1,-13.302830025423631,133.5566806393733
443,2019-11-21,1,-19.183018080309203,139.42091710665557
443,2019-11-22,7,-19.183018080309203,139.42091710665557
443,2019-11-23,15,-19.183018080309203,139.42091710665557
443,2019-11-24,3,-19.183018080309203,139.42091710665557
443,2019-12-14,21,-19.183018080309203,139.42091710665557
443,2019-12-15,13,-19.183018080309203,139.42091710665557
443,2019-12-16,23,-19.183018080309203,139.42091710665557
443,2019-12-17,5,-19.183018080309203,139.42091710665557
443,2019-12-18,4,-19.183018080309203,139.42091710665557
443,2019-12-30,3,-19.183018080309203,139.42091710665557
443,2020-01-01,9,-19.183018080309203,139.42091710665557
443,2020-01-02,1,-19.183018080309203,139.42091710665557
443,2020-01-03,1,-19.183018080309203,139.42091710665557
443,2020-01-16,2,-19.183018080309203,139.42091710665557
443,2020-01-17,9,-19.183018080309203,139.42091710665557
443,2020-01-18,1,-19.183018080309203,139.42091710665557
444,2019-11-08,1,-12.271653734541763,132.40759391096967
444,2019-11-10,4,-12.271653734541763,132.40759391096967
444,2019-11-11,6,-12.271653734541763,132.40759391096967
444,2019-11-12,3,-12.271653734541763,132.40759391096967
444,2019-11-13,6,-12.271653734541763,132.40759391096967
444,2019-11-14,4,-12.271653734541763,132.40759391096967
444,2019-11-15,3,-12.271653734541763,132.40759391096967
444,2019-11-19,3,-12.271653734541763,132.40759391096967
444,2019-11-23,2,-12.271653734541763,132.40759391096967
444,2019-11-26,3,-12.271653734541763,132.40759391096967
444,2019-12-09,6,-12.271653734541763,132.40759391096967
444,2019-12-10,2,-12.271653734541763,132.40759391096967
444,2019-12-11,4,-12.271653734541763,132.40759391096967
444,2019-12-12,7,-12.271653734541763,132.40759391096967
444,2019-12-17,2,-12.271653734541763,132.40759391096967
444,2019-12-25,1,-12.271653734541763,132.40759391096967
444,2020-01-04,1,-12.271653734541763,132.40759391096967
445,2019-11-05,1,-34.80498462630747,117.26943294573886
445,2019-11-06,2,-34.80498462630747,117.26943294573886
445,2019-11-07,5,-34.80498462630747,117.26943294573886
445,2019-11-08,49,-34.80498462630747,117.26943294573886
445,2019-11-11,1,-34.80498462630747,117.26943294573886
445,2019-11-12,10,-34.80498462630747,117.26943294573886
445,2019-11-13,4,-34.80498462630747,117.26943294573886
445,2019-11-23,1,-34.80498462630747,117.26943294573886
445,2019-11-25,8,-34.80498462630747,117.26943294573886
445,2019-11-26,25,-34.80498462630747,117.26943294573886
