system:index,burn,count,date,.geo
2019_12_08_+34841+12769,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.92861553849585,-24.838743036694886]}"
2019_12_08_+34846+11379,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.52401576842422,-12.331763085767804]}"
2019_12_08_+34850+11366,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.51371356129667,-12.216778524328873]}"
2019_12_08_+34852+11367,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.53447976597127,-12.23026833321277]}"
2019_12_08_+34861+12759,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.0152265264229,-24.748810977468914]}"
2019_12_08_+34861+13203,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.27282950794404,-28.741794407102336]}"
2019_12_08_+34861+13209,1,12,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.32024791771283,-28.786011002888433]}"
2019_12_08_+34863+11390,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.74359900368606,-12.43711206943252]}"
2019_12_08_+34864+11388,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.74476206623294,-12.410132451664728]}"
2019_12_08_+34864+13201,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.2825184330948,-28.72380799525714]}"
2019_12_08_+34865+13208,1,11,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3784209341567,-28.77613210244316]}"
2019_12_08_+34866+13199,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.27683897092962,-28.705821583411943]}"
2019_12_08_+34870+13198,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.29433149766123,-28.690832906874284]}"
2019_12_08_+34878+11378,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.81819506901965,-12.324696995400048]}"
2019_12_08_+34880+13206,1,14,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.45375910520968,-28.762350306353987]}"
2019_12_08_+34884+13204,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.51920137457395,-28.747789877717395]}"
2019_12_08_+34885+11378,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.8895828988034,-12.329193598361346]}"
2019_12_08_+34885+13192,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3716716800306,-28.640620840473108]}"
2019_12_08_+34886+13203,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.5343804815462,-28.741794407102336]}"
2019_12_08_+34891+13190,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.4154184210366,-28.624882730108563]}"
2019_12_08_+34891+13202,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.5622770162846,-28.732801201179733]}"
2019_12_08_+34893+13199,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.5485533395646,-28.705821583411943]}"
2019_12_08_+34895+13240,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.11181283844044,-29.074543026238455]}"
2019_12_08_+34900+13240,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.16326207838483,-29.074543026238455]}"
2019_12_08_+34914+13175,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.4453495236398,-28.489984641269594]}"
2019_12_08_+34938+13138,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.21966560228455,-28.15423828682594]}"
2019_12_08_+35011+11900,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.0456859651811,-17.0236470899574]}"
2019_12_08_+35023+11887,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.07070772475353,-16.906735412963627]}"
2019_12_08_+35027+11898,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.1773997232398,-16.996667472189603]}"
2019_12_08_+35031+11895,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.19990624211727,-16.97868106034441]}"
2019_12_08_+35035+12807,1,35,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.25702042064023,-25.15119270532001]}"
2019_12_08_+35037+12798,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.18187844685832,-25.099546008450226]}"
2019_12_08_+35039+12796,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.18912778270249,-25.06999690327599]}"
2019_12_08_+35046+12792,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.20661394144176,-25.03659356699204]}"
2019_12_08_+35046+12798,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.27869330130306,-25.084129084011487]}"
2019_12_08_+35051+12788,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.21899105916924,-25.003618478609187]}"
2019_12_08_+35052+12790,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.2481390443485,-25.027600361069442]}"
2019_12_08_+35053+12797,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.32979634943067,-25.090552802527625]}"
2019_12_08_+35060+12786,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.27884785304892,-24.99162753737905]}"
2019_12_08_+35061+12422,1,5,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6572104908559,-21.705510093261815]}"
2019_12_08_+35069+12783,1,5,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.332013817313,-24.96105063724222]}"
2019_12_08_+35110+11839,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.56359926456815,-16.475061528678932]}"
2019_12_08_+35132+11929,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.38132510593803,-17.281452326405198]}"
2019_12_08_+35142+11885,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.17098471924956,-16.88874900111843]}"
2019_12_08_+35144+11926,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.47431351493304,-17.251474973329884]}"
2019_12_08_+35144+11951,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.65079470630113,-17.48230059200989]}"
2019_12_08_+35144+11954,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.66725499769694,-17.509280209777682]}"
2019_12_08_+35147+11950,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.67202944391025,-17.47330738608729]}"
2019_12_08_+35147+11955,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.70732869760653,-17.51827341570028]}"
2019_12_08_+35148+11942,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.62168659207921,-17.396865135745205]}"
2019_12_08_+35148+11952,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.69556569052918,-17.491293797932485]}"
2019_12_08_+35150+11922,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.49983424939686,-17.22149762025455]}"
2019_12_08_+35152+11831,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.90834184668367,-16.39712041068309]}"
2019_12_08_+35153+11945,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.69339105205776,-17.4283413564743]}"
2019_12_08_+35154+11923,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.53972448195685,-17.230490826177146]}"
2019_12_08_+35158+11943,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.72646235204408,-17.410354944629102]}"
2019_12_08_+35165+11827,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.0052418126974,-16.36714305760776]}"
2019_12_08_+35181+11818,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.09639858342757,-16.28620420430438]}"
2019_12_08_+35188+11826,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.21426767710057,-16.35814985168516]}"
2019_12_08_+35189+11724,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5765019537685,-15.440842847580187]}"
2019_12_08_+35192+11724,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60608761686254,-15.436346244618885]}"
2019_12_08_+35192+11827,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.25034909942144,-16.362646454646463]}"
2019_12_08_+35193+11845,1,8,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.3773530458065,-16.508786050888673]}"
2019_12_08_+35197+11847,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.43720319195037,-16.547007176059715]}"
2019_12_08_+35199+11839,1,12,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.4102578827555,-16.44883134473803]}"
2019_12_08_+35201+11848,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.48137638641109,-16.55600038198231]}"
2019_12_08_+35202+11841,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.4443184859502,-16.49304794052413]}"
2019_12_08_+35205+11846,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.50561322743386,-16.53801397013712]}"
2019_12_08_+35209+11847,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.54978404157785,-16.547007176059715]}"
2019_12_08_+35211+11831,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.46269898962527,-16.40311588129815]}"
2019_12_08_+35215+11828,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.4804637634282,-16.376136263530356]}"
2019_12_08_+35218+11827,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.50201301760754,-16.36714305760776]}"
2019_12_08_+35220+11833,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5529643897161,-16.414357388701397]}"
2019_12_08_+35221+11796,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.32842351288983,-16.08835367400723]}"
2019_12_08_+35222+11792,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.31204152180936,-16.052380850316837]}"
2019_12_08_+35223+11794,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.33426315895966,-16.07036726216203]}"
2019_12_08_+35228+12818,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[151.30273759390144,-25.273414656287123]}"
2019_12_08_+35244+11753,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.26999720642885,-15.701645819335523]}"
2019_12_08_+35245+11756,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.2981913506673,-15.728625437103315]}"
2019_12_08_+35248+11753,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.30736442630348,-15.701645819335523]}"
2019_12_08_+35248+11757,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.33251395412984,-15.737618643025913]}"
2019_12_08_+35259+12824,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[151.68274257367187,-25.333369362437768]}"
2019_12_08_+35261+12052,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4935477039904,-18.390614390192262]}"
2019_12_08_+35263+12229,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.91227840874149,-19.977915235530777]}"
2019_12_08_+35266+12045,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.48922084976113,-18.323165345772782]}"
2019_12_08_+35266+12227,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.92912357784547,-19.95992882368558]}"
2019_12_08_+35267+12057,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.58440054704462,-18.431083816843955]}"
2019_12_08_+35271+12059,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.63176376449144,-18.45356683165045]}"
2019_12_08_+35272+12052,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.59305861684305,-18.390614390192262]}"
2019_12_08_+35273+11735,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.42835538861257,-15.539768112728762]}"
2019_12_08_+35274+12060,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.67821626214007,-18.45806343461175]}"
2019_12_08_+35277+12051,1,13,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.62063544267852,-18.369169052992234]}"
2019_12_08_+35277+12058,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.69055197733667,-18.444573625727852]}"
2019_12_08_+35278+12056,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.68110830588654,-18.422090610921355]}"
2019_12_08_+35279+12046,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.6141828365504,-18.33665515465668]}"
2019_12_08_+35283+12052,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.70301012507178,-18.386117787230965]}"
2019_12_08_+35284+11631,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.91479654373924,-14.591627259746312]}"
2019_12_08_+35286+11633,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.93864133768398,-14.615716204181838]}"
2019_12_08_+35289+11626,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.92506746687567,-14.555012064204304]}"
2019_12_08_+35291+11740,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.6290915624045,-15.580237539380454]}"
2019_12_08_+35292+11630,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.9743682933508,-14.595481490855992]}"
2019_12_08_+35295+11738,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.65240746269603,-15.566747730496553]}"
2019_12_08_+35296+11684,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.3307866355655,-15.081114610676273]}"
2019_12_08_+35298+11683,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.34038795916115,-15.067624801792377]}"
2019_12_08_+35301+11681,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.35465236237243,-15.05413499290848]}"
2019_12_08_+35301+11683,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.3713366453465,-15.072121404753677]}"
2019_12_08_+35319+12701,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.92810969077516,-24.22270843099694]}"
2019_12_08_+35335+11675,1,8,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.6335450245849,-14.988934249969647]}"
2019_12_08_+35337+12733,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[151.44747375807898,-24.50449554990501]}"
2019_12_08_+35358+11719,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.11919214495083,-15.3913802150059]}"
2019_12_08_+35358+12797,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35601927187184,-25.084557331912567]}"
2019_12_08_+35361+11717,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.13790209771136,-15.377890406121999]}"
2019_12_08_+35361+11724,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.18125557479559,-15.440842847580187]}"
2019_12_08_+35365+11714,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.15202371112755,-15.350910788354208]}"
2019_12_08_+35365+11721,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.19996613763166,-15.413863229812394]}"
2019_12_08_+35366+12182,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51680911670732,-19.55073795420738]}"
2019_12_08_+35369+12034,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36788175470548,-18.224240080624206]}"
2019_12_08_+35373+11512,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.05968226719034,-13.528287721374392]}"
2019_12_08_+35375+11727,1,5,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3205784251534,-15.46422518297894]}"
2019_12_08_+35378+11509,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.07682207184803,-13.500879855705518]}"
2019_12_08_+35378+11728,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.36475533048474,-15.476815671270577]}"
2019_12_08_+35380+11725,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.35074661711442,-15.449836053502786]}"
2019_12_08_+35390+12557,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.13514123250644,-22.927686778142853]}"
2019_12_08_+35398+11478,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.11705609217728,-13.228514190621127]}"
2019_12_08_+35404+11482,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.1920186203121,-13.252924320982478]}"
2019_12_08_+35412+11417,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.93344884607276,-12.67992862934266]}"
2019_12_08_+35418+12528,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.1258934792581,-22.66238720342622]}"
2019_12_08_+35422+11505,1,8,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.47542939976728,-13.454468489426397]}"
2019_12_08_+35423+12526,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.14524728980965,-22.648897394542324]}"
2019_12_08_+35425+12524,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.15486187877985,-22.635407585658427]}"
2019_12_08_+35450+12520,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.35912078433188,-22.599434761968038]}"
2019_12_08_+35455+12515,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.35875479060127,-22.554468732355048]}"
2019_12_08_+35460+11415,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.36335586887336,-12.657445614536165]}"
2019_12_08_+35460+11613,1,12,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.41306093088804,-14.429107181287932]}"
2019_12_08_+35462+11498,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.81440296623828,-13.408378309073083]}"
2019_12_08_+35462+11608,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4260845435966,-14.397630960558839]}"
2019_12_08_+35463+11416,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.39854080588455,-12.670935423420064]}"
2019_12_08_+35464+11613,1,10,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4715278449182,-14.42640921951117]}"
2019_12_08_+35465+11608,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4469914692698,-14.391635489943782]}"
2019_12_08_+35467+11711,1,9,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.09837970954507,-15.2949530626136]}"
2019_12_08_+35468+11603,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.45293624132444,-14.352664930945853]}"
2019_12_08_+35468+11662,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79984429399283,-14.883264080379123]}"
2019_12_08_+35469+11608,1,5,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.48298760575935,-14.385040472267205]}"
2019_12_08_+35471+11656,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7918345657952,-14.829304844843536]}"
2019_12_08_+35474+11662,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.84967772103172,-14.874270874456524]}"
2019_12_08_+35474+11701,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.08347670716978,-15.233999111360436]}"
2019_12_08_+35475+11656,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.82904683296908,-14.829304844843536]}"
2019_12_08_+35477+11323,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.06107327754745,-11.82557406669587]}"
2019_12_08_+35477+11660,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8669443835368,-14.865277668533926]}"
2019_12_08_+35479+11656,1,8,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.850649220536,-14.818063337440288]}"
2019_12_08_+35501+11741,1,4,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.59520578941428,-15.58473414234175]}"
2019_12_08_+35505+11740,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.62554931308705,-15.58473414234175]}"
2019_12_08_+35506+11736,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.60327721198627,-15.539768112728762]}"
2019_12_08_+35508+11733,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.60924999186005,-15.512788494960969]}"
2019_12_08_+35511+11736,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.65434307146032,-15.534629137915845]}"
2019_12_08_+35514+11725,1,7,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.61092681126993,-15.434419129064047]}"
2019_12_08_+35516+11727,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.6462291341174,-15.467822465347979]}"
2019_12_08_+35519+11725,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.6616632569011,-15.449836053502786]}"
2019_12_08_+35528+11460,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.22349048592196,-13.066636484014367]}"
2019_12_08_+35528+11462,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.229317005125,-13.084622895859562]}"
2019_12_08_+35529+11718,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.70798517173952,-15.3823870090833]}"
2019_12_08_+35532+11460,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.26041948326474,-13.066636484014367]}"
2019_12_08_+35540+11308,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.58539185215335,-11.6996691837795]}"
2019_12_08_+35545+11301,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.60046619728018,-11.627723536398717]}"
2019_12_08_+35545+11304,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.61507939758008,-11.65919975712781]}"
2019_12_08_+35548+11293,1,3,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.58210022514936,-11.555777889017936]}"
2019_12_08_+35549+11284,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.55098964320362,-11.479335638675854]}"
2019_12_08_+35569+11440,1,6,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.49369640524793,-12.87628029198605]}"
2019_12_08_+35574+11213,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.46898223577935,-10.84531462113271]}"
2019_12_08_+35580+11680,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9530650923957,-15.040645184024584]}"
2019_12_08_+35595+11670,1,2,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0254885203023,-14.955209727759906]}"
2019_12_08_+35602+11665,1,1,2019-12-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.06493694687313,-14.910243698146916]}"
2019_12_09_+30817+13834,1,4,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.7614585629403,-34.41201074130025]}"
2019_12_09_+30820+13835,1,18,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.81558765395012,-34.40701451578771]}"
2019_12_09_+31092+13730,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.440387331793,-33.48121392831138]}"
2019_12_09_+31242+13622,1,8,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.71556910425102,-32.50320278422886]}"
2019_12_09_+31256+13613,1,7,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.75933364137762,-32.42130037314806]}"
2019_12_09_+31264+13620,1,2,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.93717824300444,-32.48746467386432]}"
2019_12_09_+31274+13651,1,5,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.4046462719939,-32.754562889765495]}"
2019_12_09_+31289+13608,1,3,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.06149532169397,-32.37804733513938]}"
2019_12_09_+31293+13607,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.09655658037025,-32.37504959983184]}"
2019_12_09_+31296+13603,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.08072621100668,-32.339076776141454]}"
2019_12_09_+31299+13610,1,2,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.19101828335609,-32.40202921759964]}"
2019_12_09_+31303+13607,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.20304035128216,-32.37504959983184]}"
2019_12_09_+31306+13614,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.31887253285103,-32.43800204129003]}"
2019_12_09_+31306+13616,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.34288845914145,-32.45598845313523]}"
2019_12_09_+31308+13606,1,1,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.24431764550985,-32.36605639390925]}"
2019_12_09_+31483+13442,1,4,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.17331358958772,-30.886674019641905]}"
2019_12_09_+31526+13688,1,5,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.5740254987993,-33.09810335600871]}"
2019_12_09_+31527+13684,1,2,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.54300155235264,-33.06302985291058]}"
2019_12_09_+31533+13687,1,2,2019-12-09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.6408909652861,-33.09450607363967]}"
