system:index,burn,count,date,.geo
2019_11_10_+34769+11445,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.14219646510844,-12.9317383951754]}"
2019_11_10_+34770+11545,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.66076839994804,-13.83105898743518]}"
2019_11_10_+34771+11340,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.66570668290274,-11.98745177330263]}"
2019_11_10_+34773+11435,1,9,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.09821213444582,-12.833812375129343]}"
2019_11_10_+34773+11437,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.13996042735772,-12.859792747794618]}"
2019_11_10_+34773+11445,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.17910539607865,-12.9317383951754]}"
2019_11_10_+34777+11340,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.7208688332974,-11.98745177330263]}"
2019_11_10_+34777+11441,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.19612707463446,-12.88677236556241]}"
2019_11_10_+34783+13270,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35994060173547,-29.344339203916384]}"
2019_11_10_+34788+13266,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.36293461456827,-29.308366380225998]}"
2019_11_10_+34792+11447,1,18,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.3528515673681,-12.930739150072897]}"
2019_11_10_+34792+13264,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.37734274517607,-29.2903799683808]}"
2019_11_10_+34795+13263,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.38970584353686,-29.281386762458204]}"
2019_11_10_+34797+11444,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.39564490854875,-12.922745189252801]}"
2019_11_10_+34799+13273,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.56899847047725,-29.36682221872288]}"
2019_11_10_+34801+11404,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.2389760287909,-12.563016952348889]}"
2019_11_10_+34802+13259,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.41340656359708,-29.24541393876781]}"
2019_11_10_+34805+13258,1,14,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.44324731355562,-29.216507205445176]}"
2019_11_10_+34809+11424,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.3995659144056,-12.742881070800845]}"
2019_11_10_+34812+11423,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.43160601478425,-12.733887864878247]}"
2019_11_10_+34817+11420,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.4574067972721,-12.696116400003335]}"
2019_11_10_+34817+11422,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.46825702861756,-12.72489465895565]}"
2019_11_10_+34817+13251,1,31,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.48436656799117,-29.145618363368655]}"
2019_11_10_+34821+13262,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.64950341350456,-29.272393556535604]}"
2019_11_10_+34828+13252,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.5824578490047,-29.182461497309625]}"
2019_11_10_+34834+11392,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.48598480866193,-12.455098481277716]}"
2019_11_10_+34848+11391,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.60558504537047,-12.446105275355118]}"
2019_11_10_+34850+11398,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.65477175919605,-12.500064510890706]}"
2019_11_10_+34852+11391,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.64702842598825,-12.446105275355118]}"
2019_11_10_+34869+13192,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.21470484491044,-28.63837253899246]}"
2019_11_10_+34873+13162,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[151.86818804908563,-28.373072964275824]}"
2019_11_10_+34904+13240,1,7,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.21045748303538,-29.064265076612635]}"
2019_11_10_+34954+13157,1,12,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.6170956236492,-28.30862165516388]}"
2019_11_10_+34966+13131,1,12,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.4157066096118,-28.079294904137633]}"
2019_11_10_+34974+13010,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.99698903585278,-27.00160906107966]}"
2019_11_10_+34976+13120,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3804543998699,-27.99086171256542]}"
2019_11_10_+34984+13185,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.29484598732674,-28.576918965188035]}"
2019_11_10_+34986+13114,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.40733396293908,-27.941399079991132]}"
2019_11_10_+34988+13180,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.27810877359664,-28.534950670882584]}"
2019_11_10_+34991+13184,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.35178763368597,-28.55743368568908]}"
2019_11_10_+34994+13099,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.29900785603402,-27.806500991152163]}"
2019_11_10_+34999+13180,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.38416751391492,-28.530454067921287]}"
2019_11_10_+35002+13097,1,9,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33882338751386,-27.782519108691908]}"
2019_11_10_+35012+13088,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34352606772873,-27.707575726003586]}"
2019_11_10_+35081+12722,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.79762351917694,-24.411565755371495]}"
2019_11_10_+35121+12652,1,7,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.45892048348912,-23.776259994125127]}"
2019_11_10_+35139+12987,1,8,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3831001754322,-26.783523817456665]}"
2019_11_10_+35145+12981,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.37212209915756,-26.745302692285623]}"
2019_11_10_+35157+12960,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.23626151026585,-26.54385487961943]}"
2019_11_10_+35164+12973,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.46207196321672,-26.67335704490484]}"
2019_11_10_+35165+12969,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.42447558996963,-26.631388750599392]}"
2019_11_10_+35208+12123,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5326815207769,-19.020138804774113]}"
2019_11_10_+35213+12920,1,8,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.31275640037904,-26.184351472863586]}"
2019_11_10_+35263+12934,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.990820931992,-26.322622013923528]}"
2019_11_10_+35285+11642,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.9699065136762,-14.703399961927165]}"
2019_11_10_+35355+11491,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.79287141974152,-13.33463402050778]}"
2019_11_10_+35358+12099,1,20,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.76533649881716,-18.800704580262725]}"
2019_11_10_+35374+11480,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.90581470994624,-13.246500602466321]}"
2019_11_10_+35375+11782,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.67734342531546,-15.95345558516826]}"
2019_11_10_+35379+11781,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7098696623876,-15.944462379245662]}"
2019_11_10_+35384+11778,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.73897274318216,-15.921979364439169]}"
2019_11_10_+35386+11781,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.77555466454191,-15.95345558516826]}"
2019_11_10_+35390+11780,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80651765765978,-15.944462379245662]}"
2019_11_10_+35396+11772,1,11,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8007584960919,-15.862705961767492]}"
2019_11_10_+35401+12066,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.90768444260493,-18.512022670147335]}"
2019_11_10_+35402+11763,1,7,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79888879352032,-15.78772364745182]}"
2019_11_10_+35405+11759,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8121655252633,-15.755605054871108]}"
2019_11_10_+35405+11766,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85364824520872,-15.814060893367994]}"
2019_11_10_+35408+11399,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.80700058918575,-12.5180509227359]}"
2019_11_10_+35409+11763,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.87186372875473,-15.787081275600201]}"
2019_11_10_+35411+11747,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79358293472785,-15.643189980838637]}"
2019_11_10_+35413+11762,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90286241569075,-15.778088069677603]}"
2019_11_10_+35414+11745,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80745383635707,-15.62970017195474]}"
2019_11_10_+35415+12158,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7706132073672,-19.340296935618593]}"
2019_11_10_+35417+11742,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.81653949936606,-15.602720554186945]}"
2019_11_10_+35420+11741,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8382483636632,-15.59372734826435]}"
2019_11_10_+35420+11756,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.93302716188032,-15.715135628219418]}"
2019_11_10_+35420+12581,1,42,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.6173901742073,-23.10648027684213]}"
2019_11_10_+35422+11741,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85692211906078,-15.59372734826435]}"
2019_11_10_+35424+11787,1,11,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.17553027233376,-15.986975716334314]}"
2019_11_10_+35425+12578,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.69270584836053,-23.11654410251741]}"
2019_11_10_+35426+11753,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9702057107245,-15.701645819335523]}"
2019_11_10_+35428+12571,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.6514729231056,-23.053591661059226]}"
2019_11_10_+35430+11749,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.98218866862302,-15.665672995645131]}"
2019_11_10_+35431+12573,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.69604751243094,-23.071578072904423]}"
2019_11_10_+35432+11746,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.98187143208358,-15.638693377877338]}"
2019_11_10_+35432+11748,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9945323628772,-15.656679789722533]}"
2019_11_10_+35432+12567,1,8,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.64895194540034,-23.01199808366721]}"
2019_11_10_+35433+11728,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.87799239675888,-15.476815671270577]}"
2019_11_10_+35433+11780,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20402150918247,-15.944462379245662]}"
2019_11_10_+35434+11735,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.92599313092703,-15.536770377421224]}"
2019_11_10_+35435+11731,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91543554101924,-15.50379528903837]}"
2019_11_10_+35437+11719,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85919221713888,-15.395876817967197]}"
2019_11_10_+35438+11717,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8509128958782,-15.37489267081446]}"
2019_11_10_+35438+11737,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.98111171592296,-15.557754524573959]}"
2019_11_10_+35441+11365,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.94483818146477,-12.212281921367575]}"
2019_11_10_+35441+11736,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.00039807248797,-15.535271509767464]}"
2019_11_10_+35441+11741,1,8,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.020603848313,-15.582485840861102]}"
2019_11_10_+35445+11733,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.02131212271783,-15.521781700883567]}"
2019_11_10_+35445+11741,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.07167030613275,-15.59372734826435]}"
2019_11_10_+35447+11740,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0808806896482,-15.580237539380454]}"
2019_11_10_+35448+11861,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.87561646689574,-16.65792338243843]}"
2019_11_10_+35449+11412,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.2494417372403,-12.634962599729672]}"
2019_11_10_+35449+11748,1,11,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16664929517762,-15.637058249527774]}"
2019_11_10_+35450+11743,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1278291395286,-15.607217157148245]}"
2019_11_10_+35451+11738,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1087232633545,-15.561351806942998]}"
2019_11_10_+35451+11863,1,8,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.91991505074145,-16.680781114158357]}"
2019_11_10_+35451+12259,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.95306630318493,-20.25070914851625]}"
2019_11_10_+35452+11858,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9040943706333,-16.64593244120829]}"
2019_11_10_+35456+11864,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97399348426305,-16.69689394143634]}"
2019_11_10_+35458+11740,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20220908614502,-15.575740936419152]}"
2019_11_10_+35458+11860,1,6,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.95654197274325,-16.659422250092188]}"
2019_11_10_+35467+11733,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.22665163351763,-15.521781700883567]}"
2019_11_10_+35471+11730,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.24199985034485,-15.490305480154474]}"
2019_11_10_+35473+11725,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2278011661532,-15.449836053502786]}"
2019_11_10_+35496+12261,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4147294051998,-20.265697825053905]}"
2019_11_10_+35502+12255,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.41541032128333,-20.21623519247962]}"
2019_11_10_+35529+11445,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.15027973307332,-12.9317383951754]}"
2019_11_10_+35529+11448,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.16116074407893,-12.958718012943192]}"
2019_11_10_+35530+11453,1,3,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1941809470616,-12.994690836633584]}"
2019_11_10_+35531+11448,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.18884543867807,-12.958718012943192]}"
2019_11_10_+35535+11443,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.19736554529575,-12.909255380368904]}"
2019_11_10_+35538+11445,1,4,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.23406777683988,-12.924993490733451]}"
2019_11_10_+35540+11447,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.26672674886376,-12.949724807020594]}"
2019_11_10_+35558+11309,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.75534598516663,-11.708662389702098]}"
2019_11_10_+35564+11448,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4887629635025,-12.958718012943192]}"
2019_11_10_+35585+11711,1,2,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.19117959206145,-15.319434567625118]}"
2019_11_10_+35586+11699,1,5,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.12434314696037,-15.205220852408123]}"
2019_11_10_+35591+11693,1,1,2019-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1338067855475,-15.162053463979653]}"
2019_11_11_+30696+13882,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.05077972551332,-34.84818122854624]}"
2019_11_11_+30697+13805,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.08787343437312,-34.155704372506214]}"
2019_11_11_+30882+13671,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.46771325781805,-32.950614778878105]}"
2019_11_11_+31611+13439,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.49402047600464,-30.86419100483542]}"
2019_11_11_+31611+13561,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.92324685128783,-31.96136212739235]}"
2019_11_11_+31614+13563,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.97914074142757,-31.979348539237545]}"
2019_11_11_+31615+13559,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.93555820511632,-31.93887911258585]}"
2019_11_11_+31618+13554,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.91326108583962,-31.898409685934162]}"
2019_11_11_+31752+13524,1,10,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.96179231246661,-31.61872098174137]}"
2019_11_11_+31753+13500,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.69520167386791,-31.412776566113884]}"
2019_11_11_+31753+13505,1,6,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.74136144957033,-31.451747125111808]}"
2019_11_11_+31754+13498,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.68203373378662,-31.394790154268687]}"
2019_11_11_+31755+13496,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.66296475745557,-31.37230713946219]}"
2019_11_11_+31755+13507,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.79942141657845,-31.475729007572063]}"
2019_11_11_+31757+13517,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.94235018246229,-31.559665596182985]}"
2019_11_11_+31758+13493,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.66498514706926,-31.349824124655697]}"
2019_11_11_+31759+13505,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.81781009461753,-31.457742595726874]}"
2019_11_11_+31759+13508,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.8495352395745,-31.481724478187125]}"
2019_11_11_+31763+13514,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.96196618296064,-31.53868144903025]}"
2019_11_11_+31764+13491,1,10,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.70920560228737,-31.305757415634965]}"
2019_11_11_+31765+13522,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.08406941828146,-31.610627096411033]}"
2019_11_11_+31767+13521,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.08873470115974,-31.595638419873374]}"
2019_11_11_+31772+13477,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.62366760184055,-31.20593282989413]}"
2019_11_11_+31772+13506,1,4,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.9660892093486,-31.46223919868817]}"
2019_11_11_+31774+13471,1,4,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.57334284078709,-31.145228689916596]}"
2019_11_11_+31775+13508,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.02223568232033,-31.484722213494663]}"
2019_11_11_+31777+13510,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.06718604599162,-31.502708625339864]}"
2019_11_11_+31779+13473,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.65026655606495,-31.169960006203738]}"
2019_11_11_+31782+13472,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.67005769697091,-31.16096680028114]}"
2019_11_11_+31789+13478,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.81355877325501,-31.21042943285543]}"
2019_11_11_+31792+13476,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.8215596462439,-31.19244302101023]}"
2019_11_11_+31812+13476,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.03182065709525,-31.19244302101023]}"
2019_11_11_+31838+13468,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.20620748351311,-31.124993976590755]}"
2019_11_11_+31841+13465,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.2076741471634,-31.098014358822955]}"
2019_11_11_+31842+13457,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.12364888796004,-31.021572108480875]}"
2019_11_11_+31845+13458,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.16746835671401,-31.035061917364775]}"
2019_11_11_+32426+13869,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.8106378709144,-34.73126955155247]}"
2019_11_11_+32600+14137,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.98505433050065,-37.14144873880868]}"
2019_11_11_+32664+14175,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.35727929604786,-37.4831905638674]}"
2019_11_11_+32743+13026,1,4,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.6257731299078,-27.143252054360573]}"
2019_11_11_+32750+13026,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.71439205223047,-27.149996958802525]}"
2019_11_11_+32751+13045,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.92224362044934,-27.32086787133188]}"
2019_11_11_+32767+13043,1,14,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.02694170226468,-27.29774248467377]}"
2019_11_11_+32997+11968,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.5055451744149,-17.63218735738651]}"
2019_11_11_+32998+11956,1,4,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.42988429378775,-17.52277001866158]}"
2019_11_11_+32999+11968,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.52654501296144,-17.63068848973275]}"
2019_11_11_+33080+12065,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.90802794471274,-18.507526067186035]}"
2019_11_11_+33083+12067,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.94200325653973,-18.519517008416173]}"
2019_11_11_+33088+12059,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.94013863729297,-18.45356683165045]}"
2019_11_11_+33313+11836,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.69750268922706,-16.44208644029608]}"
2019_11_11_+33357+11800,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.90378438675725,-16.118331027082558]}"
2019_11_11_+33364+11789,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.90781129365654,-16.025401232549044]}"
2019_11_11_+33369+11802,1,11,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.0067994580882,-16.134137267795005]}"
2019_11_11_+33407+11762,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.15396388516805,-15.779586937331365]}"
2019_11_11_+33439+11776,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.53625954367834,-15.90848955555527]}"
2019_11_11_+33446+11779,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.61359834854136,-15.932471438015527]}"
2019_11_11_+33449+11779,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.6438349985872,-15.930972570361766]}"
2019_11_11_+33451+11782,1,3,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.68162405583539,-15.956453320475799]}"
2019_11_11_+33459+11733,1,2,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.48201975725506,-15.517285097922267]}"
2019_11_11_+33461+11739,1,5,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.5244512187859,-15.568546371681093]}"
2019_11_11_+33461+11741,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.54730495174915,-15.59372734826435]}"
2019_11_11_+33464+11739,1,1,2019-11-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.56432088328984,-15.575740936419152]}"
