lat,lon
-24.530725733845912,145.37064068376807
-32.262573208486266,115.956197271885
-33.087940269430455,116.35085054387946
-23.0652817144113,150.5917426653986
-21.608383469297756,134.13274963980479
-41.162460993567535,146.94807422291217
-33.49283635654062,150.3814325213102
-17.749103316859298,125.28612411862747
-32.6754296909759,122.21919731066866
-42.51724464101679,147.0398386286084
-31.255472394912342,152.55574140094666
-22.124650588975015,119.68563225340375
-15.705536629953425,127.27118860034696
-31.305675659217492,145.53694514715235
-28.886132504070776,128.8518164439111
-23.61680188815944,129.57162758200923
-16.16680922790049,125.18221395863773
-28.131755272019447,148.23091551753527
-14.99455361583085,125.57103348518896
-34.214881715619036,116.1047286565218
-17.767867767214952,143.31860751719756
-12.990595716079543,131.4230313173616
-28.212644163067704,124.59105139776506
-12.57640977567872,135.80447782346153
-17.876128068036984,139.15939666776285
-17.883618457804484,142.52457723141438
-29.39013165715792,152.11865025278163
-17.29353937806833,122.826269343717
-31.24121173337445,150.69255198494724
-15.272113484567317,144.09591287533559
-10.897525177738903,142.34503616640728
-15.790995752285427,143.7999555899566
-22.993111000898537,150.0208713395715
-27.979339683674347,127.65180482862942
-20.744935776218117,147.54577013868698
-32.67984382871959,150.207220207775
-14.545999190154793,126.38508440411103
-22.639154754792845,145.55309223713522
-22.58075656505187,148.58971391304294
-18.227120583068817,123.36682088613858
-19.04451584325218,121.98056045930865
-31.742277638666838,134.39118841996117
-13.436452802822338,142.2065356088966
-31.928413652426634,122.84338554479174
-20.782207618541772,115.44532052913013
-16.433687739892235,141.58729044382673
-24.289448113357427,150.91634146906677
-14.878500523547268,126.94764908578779
-27.136507149918625,145.21202021481758
-27.61579890658836,150.19425097028395
-29.98180186155495,152.0456626468495
-33.97234289619547,142.9284440704836
-18.03915133777912,138.01728127058038
-16.55923231536075,125.81740674031936
-29.162226783983783,114.97102748268611
-16.490984509674174,137.66887672752014
-21.475159501814417,139.7956428290901
-30.951516529291695,151.14682773966567
-42.115938399371814,147.96696033486938
-25.24050326977954,129.06160889602677
-23.642903597730026,126.56361562308011
-28.44500265040242,153.26513040299372
-22.541068855530376,117.82937115904026
-20.643398847733433,136.2456138028603
-19.48950088350851,146.67630375469574
-33.19363680214227,120.01783341025072
-13.302830025423631,133.5566806393733
-19.183018080309203,139.42091710665557
-12.271653734541763,132.40759391096967
-34.80498462630747,117.26943294573886
-24.021350550389975,151.64456558447182
-31.555239933763986,123.99720827568329
