burn,count,date,latitude,longitude
1,4,2019-11-01,-11.121855703252592,142.25651157237294
1,1,2019-11-01,-11.285981711340002,142.3395431777058
1,2,2019-11-01,-12.9362349981367,143.43429548810064
1,3,2019-11-01,-10.623482208375302,142.27142652362448
1,2,2019-11-01,-10.611491267145166,142.30396869701852
1,1,2019-11-01,-10.899273856668296,142.4535419769084
1,1,2019-11-02,-31.05304832920997,123.56107514510705
1,3,2019-11-02,-31.28986941850505,123.96513038545096
1,3,2019-11-02,-31.280876212582452,124.05152098606159
1,2,2019-11-02,-22.37010801094179,117.2784027215734
1,1,2019-11-02,-27.90542625630074,123.08896200670198
1,2,2019-11-02,-27.784017976345666,124.72507854269698
1,6,2019-11-02,-28.654860083183895,127.93800613722176
1,2,2019-11-02,-28.59790311234077,128.15711363920647
1,2,2019-11-02,-28.368576361314528,127.94042405275889
1,1,2019-11-02,-28.85870608409611,129.10877297856356
1,1,2019-11-02,-19.856506955575703,120.61481742344701
1,1,2019-11-02,-27.293888253564088,128.84030468537998
1,2,2019-11-02,-27.28939165060279,128.8705059377254
1,15,2019-11-02,-27.272304559349855,128.90228864189035
1,3,2019-11-02,-27.236931282720963,128.85523094138478
1,2,2019-11-02,-27.217446003222005,128.86808077738942
1,5,2019-11-02,-27.2399290180285,128.91534539245237
1,2,2019-11-02,-27.230935812105905,128.94437601351316
1,13,2019-11-02,-27.744932119835916,130.7322391823629
1,1,2019-11-02,-27.752541755616576,130.79140337316298
1,3,2019-11-02,-17.64118056330911,122.39212323341212
1,3,2019-11-02,-17.62918962207899,122.43430813506444
1,2,2019-11-02,-25.427798024625044,130.30736392376156
1,12,2019-11-02,-25.425549723144396,130.34227430632166
1,1,2019-11-02,-25.387328597973355,130.30844818770618
1,1,2019-11-02,-25.39632180389595,130.33806744564478
1,5,2019-11-02,-25.40351636863403,130.36973302021218
1,1,2019-11-02,-17.30243647355793,123.77529992668265
1,2,2019-11-02,-17.35639570909352,123.80696653104472
1,5,2019-11-02,-17.36718755620065,123.8585445939945
1,1,2019-11-02,-17.329416091325726,123.86883907980948
1,1,2019-11-02,-17.293443267635336,123.88227764139363
1,1,2019-11-02,-25.261423715056985,131.00832382718463
1,3,2019-11-02,-25.279410126902178,131.04100051029022
1,2,2019-11-02,-26.17423411620066,132.05257461765802
1,1,2019-11-02,-25.24343730321179,131.0286974301592
1,4,2019-11-02,-25.259175413576337,131.06804804564342
1,2,2019-11-02,-26.14725449843287,132.05208938907813
1,1,2019-11-02,-26.133764689548972,132.06187512935819
1,4,2019-11-02,-25.23894070025049,131.09593144025487
1,6,2019-11-02,-16.37163966056906,123.81658448862738
1,2,2019-11-02,-25.23894070025049,131.72478352914536
1,2,2019-11-02,-15.948958982206962,124.7010700737774
1,5,2019-11-02,-15.917482761477869,124.69086591478
1,1,2019-11-02,-15.980435202936052,124.73937921297879
1,1,2019-11-02,-15.935469173323066,124.7675045002345
1,3,2019-11-02,-15.965446526398397,124.80487124101131
1,2,2019-11-02,-15.894999746671374,124.77510578739013
1,2,2019-11-02,-16.2097619539623,125.21131657332954
1,1,2019-11-02,-16.214258556923596,125.23290521611393
1,1,2019-11-02,-16.187278939155803,125.26259541192864
1,1,2019-11-02,-16.178285733233206,125.27561785341224
1,2,2019-11-02,-16.056877453278137,125.22700805682081
1,2,2019-11-02,-16.047884247355537,125.25878402435067
1,1,2019-11-02,-15.95345558516826,125.33990204403196
1,3,2019-11-02,-15.710639025258121,125.1987036120913
1,2,2019-11-02,-15.872516731864879,125.32215545459252
1,1,2019-11-02,-15.926475967400467,125.44462475715991
1,1,2019-11-02,-15.90848955555527,125.45209733731183
1,1,2019-11-02,-15.7915778785615,125.40747844978138
1,2,2019-11-02,-15.944462379245662,125.49795790811594
1,1,2019-11-02,-15.782584672638903,125.45798648419107
1,1,2019-11-02,-15.773591466716304,125.47111268354125
1,2,2019-11-02,-15.117087434366663,125.42384619412923
1,4,2019-11-02,-15.688156010451626,126.04428478875738
1,1,2019-11-02,-15.512788494960969,126.07661121261945
1,1,2019-11-02,-15.467822465347979,126.05852335886087
1,3,2019-11-02,-30.801238563377233,141.92512461949116
1,1,2019-11-02,-15.14406705213446,127.07490773817177
1,1,2019-11-02,-15.045141786985882,127.04368120418958
1,4,2019-11-02,-15.114839132886015,127.08067104914508
1,1,2019-11-02,-15.027155375140687,127.04228001673401
1,2,2019-11-02,-15.000175757372892,127.06813352847514
1,2,2019-11-02,-14.986685948488995,127.1252902957611
1,1,2019-11-02,-14.910243698146916,127.11258881333046
1,3,2019-11-02,-14.931227845299649,127.14671194906917
1,1,2019-11-02,-34.03879269551244,148.5780467359899
1,1,2019-11-02,-34.46147337387454,150.88598560520003
1,2,2019-11-02,-33.13497550029136,150.36436370519647
1,2,2019-11-02,-14.082868753267919,129.82376350337933
1,1,2019-11-02,-33.13047889733006,150.3835092268481
1,8,2019-11-02,-33.127106445109085,150.4166603540565
1,2,2019-11-02,-33.10799588252356,150.4309078384188
1,1,2019-11-02,-14.028909517732332,129.89048837468593
1,3,2019-11-02,-33.088510603024616,150.44049949699857
1,1,2019-11-02,-33.031553632181485,150.3431885570901
1,1,2019-11-02,-33.06752645587188,150.43681032099266
1,1,2019-11-02,-33.04954004402668,150.44899305174235
1,1,2019-11-02,-13.057643278091769,130.2474369057103
1,2,2019-11-02,-14.037902723654929,131.63371901407606
1,2,2019-11-02,-14.07387554734532,131.66368362852705
1,3,2019-11-02,-14.190787224339092,131.73289072301802
1,11,2019-11-02,-14.075510675694884,131.70381915534458
1,4,2019-11-02,-14.121089878438958,131.70948076795085
1,1,2019-11-02,-14.1548144006487,131.75219668766835
1,2,2019-11-02,-31.723042170443506,151.887439421588
1,1,2019-11-02,-31.709552361559606,152.17719247589318
1,1,2019-11-02,-30.34258506132474,150.18603105383957
1,1,2019-11-02,-31.80847762670819,152.67856965716928
1,3,2019-11-02,-31.43675844857414,152.21391373815985
1,3,2019-11-02,-12.323198127746286,132.9680622081448
1,1,2019-11-02,-31.232912447661924,152.08789424485002
1,1,2019-11-02,-31.178953212126338,152.02217788052775
1,1,2019-11-02,-31.223919241739328,152.11548762495755
1,2,2019-11-02,-31.16546340324244,152.17394244539372
1,2,2019-11-02,-31.183449815087638,152.2238711969986
1,3,2019-11-02,-31.151973594358548,152.26262087390384
1,2,2019-11-02,-31.28237508023621,152.5464413501246
1,1,2019-11-02,-31.268885271352318,152.54566981191553
1,1,2019-11-02,-12.086377038451205,133.36121042924123
1,1,2019-11-02,-30.945129858138795,152.0474052085029
1,6,2019-11-02,-31.009581167250744,152.15536327107404
1,2,2019-11-02,-11.902016317037951,133.27926617463953
1,2,2019-11-02,-30.909157034448402,152.0164261472014
1,1,2019-11-02,-30.990095887751785,152.1505016188697
1,6,2019-11-02,-30.93913438752374,152.08854538784428
1,3,2019-11-02,-30.909157034448402,152.05311245371107
1,3,2019-11-02,-11.93649027307458,133.36360220497392
1,2,2019-11-02,-30.891170622603212,152.0402671890757
1,2,2019-11-02,-31.008082299596982,152.22641942931975
1,1,2019-11-02,-31.008082299596982,152.25265108889448
1,1,2019-11-02,-30.99908909367438,152.2592738700852
1,2,2019-11-02,-31.309354698004004,152.763795028549
1,1,2019-11-02,-31.124993976590755,152.47144406907287
1,2,2019-11-02,-31.241905653584528,152.7597830787889
1,3,2019-11-02,-31.232912447661924,152.79257015325803
1,1,2019-11-02,-30.828218181145026,152.32274447767796
1,3,2019-11-02,-12.014431391070424,133.83117012582082
1,1,2019-11-02,-29.236420732845215,151.46216144759782
1,1,2019-11-02,-30.135741325104995,152.91712883587425
1,3,2019-11-02,-13.780097487207131,136.2450809902538
1,3,2019-11-02,-29.629124058131975,152.4387294385926
1,2,2019-11-02,-29.870441750388355,153.1518230750547
1,1,2019-11-02,-12.994690836633584,136.3335363117395
1,2,2019-11-02,-13.00368404255618,136.37078109708267
1,11,2019-11-02,-29.820161553639277,153.18309913703052
1,1,2019-11-02,-12.940731601097996,136.47006972801418
1,2,2019-11-02,-12.72039805599435,136.4335707713707
1,2,2019-11-02,-12.432615466471221,136.63993187772013
1,4,2019-11-02,-12.104363450296402,136.5387884843366
1,1,2019-11-02,-12.19429550952238,136.77355047619386
1,2,2019-11-02,-22.630910982697127,145.59489858261986
1,2,2019-11-02,-25.23444409728919,148.83002018890022
1,1,2019-11-02,-26.619397809369254,150.88614917125318
1,1,2019-11-02,-14.631454314546383,141.93254885391693
1,1,2019-11-02,-23.759558325983154,150.3517260030415
1,4,2019-11-02,-20.227476699882867,146.76565802151762
1,1,2019-11-02,-18.76832903894137,145.72592640197996
1,1,2019-11-02,-18.786315450786567,145.77947751140897
1,2,2019-11-02,-13.17455495508554,141.8409015982682
1,1,2019-11-02,-13.192541366930735,141.88366164552758
1,1,2019-11-02,-13.192541366930735,141.9021356107952
1,2,2019-11-02,-13.138582131395149,141.893966490321
1,1,2019-11-02,-18.507526067186035,145.88172230461262
1,2,2019-11-02,-12.958718012943192,142.10452823354365
1,2,2019-11-02,-12.976704424788387,142.12403000042494
1,1,2019-11-02,-12.410132451664728,141.90451645176577
1,3,2019-11-02,-15.434847376965125,144.19716456161126
1,2,2019-11-02,-15.526278303844865,144.35580235030153
1,1,2019-11-02,-15.566747730496553,144.42618131742452
1,1,2019-11-02,-15.602720554186945,144.45147500455636
1,1,2019-11-02,-15.62970017195474,144.47982697853118
1,10,2019-11-02,-11.422678441363505,142.27838564341198
1,1,2019-11-02,-12.985697630710986,143.23206587187144
1,2,2019-11-02,-11.110614195849346,142.25331880708953
1,5,2019-11-02,-15.96065014990634,145.27545213214535
1,2,2019-11-02,-12.823819924104226,143.31923142624518
1,1,2019-11-02,-15.332924376509013,145.07465915201945
1,2,2019-11-03,-30.877680813719312,121.50064320720617
1,1,2019-11-03,-31.556667860875447,124.02279841319152
1,2,2019-11-03,-31.579150875681943,124.04742630379695
1,1,2019-11-03,-31.3318377128105,123.74663175504229
1,1,2019-11-03,-31.304858095042707,123.86906603883325
1,6,2019-11-03,-31.05904379982503,123.5618625986472
1,8,2019-11-03,-31.09576605734231,123.61660354787134
1,8,2019-11-03,-31.292492436899135,123.91595882487393
1,3,2019-11-03,-31.280876212582452,123.9743530792133
1,1,2019-11-03,-31.28687168319751,124.04537728634016
1,1,2019-11-03,-31.196939623971538,124.04297150956235
1,2,2019-11-03,-31.241905653584528,124.09672838558623
1,11,2019-11-03,-22.36806410050485,117.24485396028741
1,2,2019-11-03,-21.67313455194046,116.69795033385087
1,1,2019-11-03,-22.365611407980495,117.2940646865645
1,1,2019-11-03,-23.067081469943123,118.84494985257948
1,4,2019-11-03,-20.41858232573807,118.99351274574678
1,7,2019-11-03,-28.655716578986038,127.92831477672092
1,8,2019-11-03,-27.252294676172074,128.8224427090586
1,1,2019-11-03,-27.293888253564088,128.87066436287347
1,2,2019-11-03,-27.2444256209898,128.84367755860552
1,8,2019-11-03,-27.202832043597788,128.8006239330869
1,3,2019-11-03,-27.236931282720963,128.9024329173481
1,26,2019-11-03,-27.193925310809064,128.868110427717
1,1,2019-11-03,-27.27590184171889,128.98133629512816
1,1,2019-11-03,-27.761534961539176,130.72090368537738
1,4,2019-11-03,-27.763783263019825,130.77187933800295
1,1,2019-11-03,-27.73455534377138,130.76980923481747
1,7,2019-11-03,-27.726846881552003,130.79974852083987
1,5,2019-11-03,-17.707130740074835,122.28786246581244
1,1,2019-11-03,-17.725117151920028,122.3454451900614
1,14,2019-11-03,-17.63903932380373,122.33404743943215
1,5,2019-11-03,-17.59021906308106,122.36699681070776
1,1,2019-11-03,-17.617198680848855,122.37584485636224
1,3,2019-11-03,-17.617198680848855,122.404152087179
1,1,2019-11-03,-24.398075946487598,128.67607752656042
1,1,2019-11-03,-25.43229462758634,130.27737274741924
1,2,2019-11-03,-25.39632180389595,130.3928213397451
1,1,2019-11-03,-18.021892947365753,123.99692735286598
1,1,2019-11-03,-18.012899741443157,124.00951058647225
1,1,2019-11-03,-17.35639570909352,123.802255420052
1,1,2019-11-03,-17.329416091325726,123.85941824326648
1,4,2019-11-03,-17.35189910613222,123.86988409552185
1,3,2019-11-03,-17.278454591097674,123.85963522225227
1,3,2019-11-03,-25.264421450364523,130.99498448403074
1,2,2019-11-03,-25.288403332824778,131.06232051636502
1,1,2019-11-03,-25.24343730321179,131.07841089705735
1,2,2019-11-03,-25.301893141708675,131.14156305770442
1,1,2019-11-03,-25.288403332824778,131.176703850524
1,1,2019-11-03,-16.475061528678932,123.71210782156714
1,1,2019-11-03,-16.340163439839966,123.78568979426747
1,3,2019-11-03,-16.373138528222817,123.80347611008985
1,2,2019-11-03,-16.313183822072173,123.78267241362747
1,1,2019-11-03,-15.926475967400467,124.687097083994
1,1,2019-11-03,-15.944462379245662,124.69827368917036
1,4,2019-11-03,-15.964697092571507,124.7108644569476
1,1,2019-11-03,-15.90848955555527,124.68528612375044
1,1,2019-11-03,-15.890503143710076,124.76764245472806
1,1,2019-11-03,-15.890503143710076,124.78634349493066
1,9,2019-11-03,-15.965446526398397,124.83812994742121
1,1,2019-11-03,-16.187278939155803,125.22513759577272
1,6,2019-11-03,-16.187278939155803,125.25479170022948
1,1,2019-11-03,-16.025401232549044,125.21658626938368
1,3,2019-11-03,-15.935469173323066,125.17590191335495
1,2,2019-11-03,-16.128823100658916,125.36131780148625
1,1,2019-11-03,-15.962448791090859,125.31746621559151
1,4,2019-11-03,-15.710639025258121,125.18469028613289
1,5,2019-11-03,-15.933670532138546,125.35372504227455
1,1,2019-11-03,-15.962448791090859,125.35488170030096
1,1,2019-11-03,-15.99842161478125,125.37742246453092
1,1,2019-11-03,-15.701645819335523,125.20251952869162
1,2,2019-11-03,-15.859026922980982,125.29974618142943
1,1,2019-11-03,-16.133319703620217,125.49054896326952
1,2,2019-11-03,-15.91298615851657,125.37073985221544
1,1,2019-11-03,-16.007414820703847,125.42984651711032
1,2,2019-11-03,-15.935469173323066,125.39880584494365
1,5,2019-11-03,-15.892301784894611,125.38215713551976
1,4,2019-11-03,-16.0096631221845,125.45230983031291
1,4,2019-11-03,-15.7915778785615,125.3490663226501
1,5,2019-11-03,-15.937267814507601,125.4438875793454
1,1,2019-11-03,-16.016408026626443,125.48227838152171
1,1,2019-11-03,-15.782584672638903,125.41125885617707
1,5,2019-11-03,-15.786181955007942,125.44339085239781
1,6,2019-11-03,-15.568246598150317,125.89582989418018
1,3,2019-11-03,-15.62370470133968,125.91739761590956
1,3,2019-11-03,-15.521781700883567,125.93276794407899
1,2,2019-11-03,-15.692652613412925,126.02371007160176
1,1,2019-11-03,-15.485808877193175,125.9668291583992
1,3,2019-11-03,-15.46482473004044,125.96338804736544
1,2,2019-11-03,-15.647686583799935,126.10804003542897
1,4,2019-11-03,-15.452084354983434,126.03495144113501
1,1,2019-11-03,-15.521781700883567,126.08210577011523
1,2,2019-11-03,-15.562251127535255,127.01708181960818
1,1,2019-11-03,-14.982189345527699,126.95039091395931
1,1,2019-11-03,-15.027155375140687,127.07952655853964
1,3,2019-11-03,-14.895255021609257,127.11304541531099
1,1,2019-11-03,-15.440842847580187,127.9174362492123
1,2,2019-11-03,-15.364400597238104,129.44194894837491
1,1,2019-11-03,-14.028909517732332,129.89048837468593
1,1,2019-11-03,-13.759113340054396,129.90594041853552
1,1,2019-11-03,-13.732133722286603,129.94652488389957
1,2,2019-11-03,-13.42636472091828,130.4309634094128
1,2,2019-11-03,-14.06937894438402,131.62864397129115
1,1,2019-11-03,-14.019916311809734,131.6651063153573
1,1,2019-11-03,-12.940731601097996,131.63482544722157
1,2,2019-11-03,-12.43711206943252,131.84884477723807
1,1,2019-11-03,-15.440842847580187,134.86825861935873
1,3,2019-11-03,-31.172957741511276,152.17372019046607
1,3,2019-11-03,-31.193941888664,152.22147234107433
1,7,2019-11-03,-31.149404106952105,152.2509876386175
1,1,2019-11-03,-31.268885271352318,152.54566981191553
1,1,2019-11-03,-30.9271434462936,152.03976810299628
1,3,2019-11-03,-31.244903388892066,152.57353873541902
1,2,2019-11-03,-30.918150240371002,152.05168042616245
1,2,2019-11-03,-11.964968758496136,133.36537598162195
1,3,2019-11-03,-31.319846771580366,152.7544962568099
1,2,2019-11-03,-31.232912447661924,152.79782892869392
1,2,2019-11-03,-12.081880435489907,133.77283122376505
1,1,2019-11-03,-30.810231769299826,152.3256334412737
1,5,2019-11-03,-12.059397420683412,133.7855163361073
1,1,2019-11-03,-12.122349862141597,133.83908425560307
1,1,2019-11-03,-11.978458567380033,133.85009021509993
1,3,2019-11-03,-12.116354391526537,134.28065218701553
1,1,2019-11-03,-15.782584672638903,136.46701564429023
1,6,2019-11-03,-15.746611848948513,136.4693042484309
1,1,2019-11-03,-12.086377038451205,134.3452976765641
1,1,2019-11-03,-15.701645819335523,136.46873632089256
1,3,2019-11-03,-12.299216245286015,134.64340124484877
1,4,2019-11-03,-30.081782089569405,152.66215616856542
1,2,2019-11-03,-30.050305868840315,152.68114749051804
1,4,2019-11-03,-29.24316563728716,151.4592595739737
1,1,2019-11-03,-29.811985911891473,152.34703659171453
1,1,2019-11-03,-30.1087617073372,152.84416907923332
1,1,2019-11-03,-30.126748119182395,152.88240295517323
1,1,2019-11-03,-30.117754913259798,152.88927443926286
1,1,2019-11-03,-30.135741325104995,152.92752754832716
1,1,2019-11-03,-29.57816255790393,152.34447927211153
1,1,2019-11-03,-29.632121793439513,152.43636839839021
1,1,2019-11-03,-29.551182940136137,152.3348052832246
1,1,2019-11-03,-29.62312858751692,152.44345234929702
1,3,2019-11-03,-29.5481852048286,152.35440823175924
1,1,2019-11-03,-29.86594514742706,153.1449206242394
1,2,2019-11-03,-12.972207821827089,136.3350453402251
1,3,2019-11-03,-13.01867271909384,136.37133281325015
1,1,2019-11-03,-29.82097911781407,153.17964027063223
1,1,2019-11-03,-29.299373174303398,152.4113871454544
1,1,2019-11-03,-12.859792747794618,136.37057493623757
1,3,2019-11-03,-29.281386762458204,152.43610359388023
1,1,2019-11-03,-12.904758777407606,136.41350661235523
1,4,2019-11-03,-12.760867482646042,136.42539332446492
1,2,2019-11-03,-12.801336909297731,136.45878230074672
1,3,2019-11-03,-12.104363450296402,136.51579424481335
1,2,2019-11-03,-25.24343730321179,147.74733634800666
1,1,2019-11-03,-12.185302303599782,136.77811347595423
1,4,2019-11-03,-22.61966947529388,145.60978565310444
1,3,2019-11-03,-22.608427967890634,145.63441772423874
1,2,2019-11-03,-27.316371268370585,152.9768753175527
1,2,2019-11-03,-15.530774906806162,142.09078316470578
1,4,2019-11-03,-14.635950917507683,141.73561883401229
